"1016_Fluconazole","1016_NoDrug","1038_Fluconazole","1038_NoDrug","1069_Fluconazole","1069_NoDrug","119_Fluconazole","119_NoDrug","128_Fluconazole","128_NoDrug","20_Fluconazole","20_NoDrug","272_Fluconazole","272_NoDrug","31_Fluconazole","31_NoDrug","33_Fluconazole","33_NoDrug","354_Fluconazole","354_NoDrug","385_Fluconazole","385_NoDrug","399_Fluconazole","399_NoDrug","400_Fluconazole","400_NoDrug","476_Fluconazole","476_NoDrug","491_Fluconazole","491_NoDrug","507_Fluconazole","507_NoDrug","521_Fluconazole","521_NoDrug","578_Fluconazole","578_NoDrug","589_Fluconazole","589_NoDrug","590_Fluconazole","590_NoDrug","60_Fluconazole","60_NoDrug","673_Fluconazole","673_NoDrug","674_Fluconazole","674_NoDrug","683_Fluconazole","683_NoDrug","690_Fluconazole","690_NoDrug","701_Fluconazole","701_NoDrug","705_Fluconazole","705_NoDrug","721_Fluconazole","721_NoDrug","731_Fluconazole","731_NoDrug","739_Fluconazole","739_NoDrug","782_Fluconazole","782_NoDrug","783_Fluconazole","783_NoDrug","789_Fluconazole","789_NoDrug","795_Fluconazole","795_NoDrug","801_Fluconazole","801_NoDrug","804_Fluconazole","804_NoDrug","833_Fluconazole","833_NoDrug","837_Fluconazole","837_NoDrug","841_Fluconazole","841_NoDrug","842_Fluconazole","842_NoDrug","869_Fluconazole","869_NoDrug","888_Fluconazole","888_NoDrug","91_Fluconazole","91_NoDrug","933_Fluconazole","933_NoDrug","94_Fluconazole","94_NoDrug","966_Fluconazole","966_NoDrug","972_Fluconazole","972_NoDrug","983_Fluconazole","983_NoDrug"
"YLR191W",7.95907238677312,7.89569457141383,7.91425072608777,7.77175699577817,8.06362205452576,7.8956759933766,8.07361221341124,7.82402227797487,8.03967938303648,7.73361606223162,8.20796026662004,7.84151199318849,8.25799440470207,7.98599518785718,8.00750786384287,7.85107709701067,8.09543111182022,7.72600243511989,8.10699010764698,8.07400110802482,8.15562215306441,7.94018842520151,8.05915525739677,7.98250638873981,8.1244795129211,7.81680268978202,8.20448562553719,8.01246296401526,8.17440434401299,7.72121233769597,8.13860867453125,7.93139488737714,8.22843947419893,7.8241292074795,8.08282593484644,7.91304093658854,8.2087957267171,7.92417917621705,7.99786975903896,7.77872342850995,8.09153768817959,7.83264215869423,8.09305755343407,7.77309085213987,8.41410568862406,7.95956095510531,8.11734478484872,7.79452520552433,8.46999821424315,7.98846346603297,8.06524480303984,8.01170784070312,8.18299274825516,7.75986906791383,8.17056740546849,7.85806875480804,8.10633576229583,7.748129320537,8.1427844439925,7.83329068660079,7.9268228062302,7.9691784710667,8.27360734656317,7.95490171067734,7.90719159439021,7.76093607441328,8.24707840711949,7.81091796421506,8.1616819425739,7.95161935164936,8.06421365321008,7.86200233212273,8.14499451921365,7.94755965618251,8.05607119538325,7.72260076209839,8.16164388885396,7.76239113260213,8.20418617573269,7.74579548525721,7.94102507444819,7.96199032140443,8.04548783306827,7.99932171995001,8.0814890306907,7.96373042310206,8.12596013744974,7.84996148875711,8.08495219982654,7.79998078964327,8.21471576506125,7.86112141872437,8.19654186464342,7.87903306992411,8.04404078848081,7.86223569892405
"YLR192C",10.0822524150844,10.4686069338897,10.2715791861239,10.50240160086,10.0189116384279,10.2599187073992,9.86533088644225,10.0851362864787,9.81827182120429,10.0662086568843,9.80291705192373,10.172269528956,9.97988465652466,10.3460032643961,9.72936732616675,10.1125918496082,9.6065593396117,9.98112715270729,10.0526834102052,10.4894838961594,9.96046342546981,10.4101667425553,9.97341282400184,10.2746647304355,9.96178295950612,10.3849950424348,9.90489467591397,10.4073128781097,9.97505332489254,10.3587161614803,9.89758746415359,10.3606871360298,10.0962272702672,10.4782698888344,10.1282278649581,10.4462762176322,10.1442925822356,10.5733924689127,10.3669649151893,10.512082053618,9.57004439360475,10.0406986465769,10.2561129086836,10.4990063207963,10.0202030722137,10.3374145179372,10.2823286634243,10.4619534589459,10.1586741026702,10.5315585048772,10.0508157480618,10.25855664812,9.74423593446057,10.3499908890857,9.96480225844485,10.3390490963629,10.2231212041454,10.3893486757068,10.205653117161,10.4012920377953,10.1326707461676,10.4466511692475,9.90231746843551,10.3697839279599,10.1991459426678,10.4331504984303,10.0372570559933,10.503120723307,10.2073880254759,10.4158531274367,10.32144017859,10.427127503022,10.1673612714633,10.4914128784364,10.1724710044307,10.3465254033292,10.1660595482944,10.3585029144782,10.1316178138084,10.2544336026274,10.1385249185045,10.2317356196103,10.3119361134614,10.2635338123502,9.66378057241493,9.95148487357798,10.3294872003913,10.4273829242336,9.6845001520124,10.082385168395,10.3415998704589,10.3140748351363,9.94570357613182,10.2530891678296,10.174044132057,10.2822596570899
"YLR193C",7.65868491935797,7.99132332739705,7.67174556338096,7.78746565087123,7.67331901719704,7.76166769051046,8.04260476491134,8.15697078104918,7.75140821477475,7.88876581010686,7.58293619696556,7.77086893929257,7.65623874570538,7.87718182067154,7.59525109282098,8.04473083441046,7.71668334720973,7.71223267691055,7.81204716088125,7.8514501508185,7.93392381691297,7.84172978469782,7.77503864260383,8.02629319763589,7.9418548740279,7.84595704004986,7.9603958781312,7.688214203567,7.62436920149103,8.0558847218317,8.0155797988785,7.86215140961373,7.63216263372966,7.84043911015371,7.76968924921135,7.89560703670635,7.63319186612068,7.66073218596815,7.72248128991498,7.93854700596814,7.61022915839562,7.63166862792537,7.52091257352539,7.80396419647454,7.5759545614558,7.57676856233386,7.60027738496807,7.58962924673864,7.60649935801246,7.97250850673385,7.76801074336637,7.89295731790185,7.58940221310771,7.7812501900475,7.60293324626516,7.92571526699091,7.61868995092564,7.6964224859398,7.59994084674049,7.70087844475599,7.67162798871608,7.59188071043123,7.61590828782571,7.93043454219017,7.49797736165352,7.69202825326527,7.4444920653648,7.68790817223859,7.61707039994004,7.90518641818812,7.67558728640616,7.57783176522684,7.55989448775877,7.9292369263268,7.7245790491515,7.89824295788817,7.68790275911907,7.82492612489436,7.53224116253055,7.86249237708938,8.32222718545966,8.2420017736247,8.3298630922613,8.42676798234485,8.47779351271012,8.28712517398751,7.75652873078056,7.73204856473922,7.83365589842526,7.78709913932842,7.75181487867915,7.7028454228858,7.72088559791081,7.93601585010756,7.78048194287865,7.80507616368522
"YLR194C",11.5891691349567,8.00360547227043,10.4484117865334,8.12055164111405,11.2209479327132,8.1092449535426,10.4249245695546,8.54522416340197,11.2358550860747,8.84669048169428,11.6319251929921,9.08461280588306,10.8919229924816,9.100678928831,11.3095406950917,8.17236895723687,11.1073633743012,8.92073961752932,10.7625840109831,8.83995732296084,10.2691171092175,8.83900147137712,10.8086582232462,8.70527805127319,10.6564032625875,8.79510342204807,11.4246551534195,8.98112042809534,11.1861078531948,8.47285740462902,10.9441525384093,8.9468369351803,11.6825963209649,8.84765707018309,10.9901894357793,8.94681975351065,11.6771010467097,8.72800992411556,9.91374904960323,8.43576564707948,12.0638020619976,8.79272063671518,10.9867428878703,8.70764944775982,11.776914302848,9.05965039753886,10.8461147938038,8.66672993330793,11.4115398577851,8.77509823424269,10.5797690689316,8.70559076384641,12.2617107143494,8.81160592714132,11.6456757311025,8.6716385237914,10.7761454190219,8.74730020087339,10.6296327284998,8.29748362598054,11.0157710869117,8.57934127171705,12.288708776485,8.71077297932889,10.8646012350821,8.39710675423828,12.0400338026197,8.73487017025781,11.0918244553872,7.96526112765329,10.7206536288069,8.58560414412122,11.4505602681046,8.44627009600638,11.3802645605454,8.3463865529969,11.0471195616905,8.25746741136624,11.4841155618508,8.36877239145653,8.36225009387259,8.33437363171736,8.63296174045826,8.32665835263363,8.29752871805988,8.47921560423208,10.4537295616219,8.7987440074117,10.8301254546486,8.70279020954872,10.585024271249,8.13328653734985,11.7311311608658,8.19591423203035,10.8392069284991,8.9609886514078
"YLR195C",9.16055719954572,9.12850919189153,9.21068570772493,9.0140206394367,9.16803726712942,9.19465509691851,9.06971705578898,8.99401424689405,9.33412669917637,9.30424856599447,9.36053047362645,9.18735027787808,8.66580312940754,8.83040254342632,9.21852386500466,8.82681537010575,9.36527384121755,9.28758178533235,8.69768109038198,8.764843088496,8.93075406478857,9.11087186241097,8.90314138519173,8.83383902727597,8.64503548525915,8.70273067569084,8.88269338748646,8.76992316780614,9.04334372374376,8.92793982596981,8.82379486293969,8.91875970084234,9.00991534592734,9.00747090773884,9.14956257004747,8.895239701307,9.06583040188531,9.09093672063599,9.06718043365231,9.07845226757275,9.25149508196138,9.24819093211002,8.85545977325018,8.88803608196253,8.93149266263191,8.83361586937819,9.01217226802606,8.85131097262819,8.97399592452364,8.96143951869665,9.13515305787644,8.91314782242927,9.08908649861901,9.00523204147298,9.04010571321512,9.05292255754882,9.09868994743632,8.94642329919003,9.00826114770714,8.96494774787089,8.88953219368254,8.88012497460431,9.04057052729512,9.08167611160803,8.96647796758351,8.95568500888143,9.07458148306261,8.89440738120889,9.28129385549383,9.2617562417162,9.01000211451561,9.1033908884571,9.00090984269736,8.88628540632553,8.94660658211626,9.01935379871171,9.20297980751632,9.09245817198026,9.03632169547655,9.24227605761604,8.80473159635758,8.80783888253711,8.9905808258526,8.90205759866573,8.95963641824554,9.05163167499999,9.27783710288046,9.18736024114464,9.28101029873022,9.20825365406082,9.22782045058416,9.15472016152334,9.23365164162529,8.98637018021901,9.10871615563417,9.07255039767493
"YLR196W",10.7585473200234,10.7488520406447,10.633200595747,10.966732000321,10.6672315866131,10.614990331596,9.99757965166704,10.358166380967,10.477287690955,10.6911090483187,10.5525751989882,10.8941131772798,10.5817420473377,11.0846336106026,10.5635661041886,10.2385215003753,10.6449039438205,10.5532141913137,10.2690465135707,10.9109813582812,10.2182936080684,11.0080013494238,10.0210007684877,10.4290751219175,9.73427124335595,10.9408444916262,10.1664896177723,11.0608027641933,9.88728710957518,10.7587321139771,9.77677374679616,10.8346410792627,10.8083717212289,11.1858830482137,10.6580046034333,10.8595648046401,10.2917694966686,10.7689900640783,10.8178498475402,10.8586994549255,10.2451452325645,10.6511484535171,11.0058100438684,11.2177688775113,10.8656912150682,10.9618176182215,10.5002547019634,10.9392975940039,10.2608076341037,10.2939963548345,10.1481923464668,10.6908351810324,10.0443349430439,11.0202317539067,10.7172143611413,11.0318481548682,10.7106593905052,10.8788618718465,10.685430171195,10.6362053169778,10.9074035645608,11.1189560688652,10.3627398078512,10.5173602457004,10.7214087929858,10.9762116173233,10.5241238777196,11.0139689623316,10.7579033815464,10.5543149101805,10.8839958392074,10.7924452482334,10.6331427610813,10.6970879219716,10.6346553868646,10.7425710562448,10.4101582347387,10.4453714299689,10.7992384567483,10.2894830883561,10.1109352285423,10.3170837004477,10.3490734552257,10.2824930799342,9.42719071521146,10.0495840105758,10.9461133232005,10.8182774919919,10.6125904412595,10.7629330472107,10.8311571919948,10.5501265334715,10.2447424952491,10.2339569140461,10.6470173179948,10.4465121501676
"YLR197W",12.1946114354377,12.4378824645936,12.2581229236096,12.6126040782086,12.232771481638,12.4189012485149,11.6133113565859,12.0547231833111,11.8858111399409,12.3181480208858,11.7501442786373,12.078585712171,11.7196858755661,12.3371270524821,11.7948846249456,11.5272906949931,12.0059220477938,12.0396583645904,11.6162411316408,12.3402519837946,11.8052296061767,12.4869103601053,11.4858202250632,11.9511262718836,11.4727695391604,12.395301101845,11.53566908991,12.2740003640116,11.5907572075288,12.2868404243967,11.6187992774542,12.3530422981406,12.2082689527525,12.6683298980985,12.098660454228,12.4304523895354,11.8217723720851,12.4219752959543,12.0228724770724,12.3714430053903,11.4847939166068,12.1353916748683,12.1929585855524,12.6539635192652,11.8773878393301,12.3632967658606,11.936770922138,12.495048454658,11.3479926441118,11.9060605507706,11.4915481965674,12.0504696159471,11.1533245402862,12.4236086266766,11.9542713701204,12.4518930541801,12.1909746090119,12.517694631088,12.0599222744418,12.295774728467,12.3114449754499,12.664390839762,11.5887755435639,12.1922515475317,12.1935893389563,12.5624227844786,11.8952919198756,12.496796567984,12.2018034621085,12.3078793816783,12.2814122668195,12.4119925699311,12.1203692339025,12.4129020830337,12.2175717820652,12.5067717336307,11.9527904010774,12.1395282257957,12.4001625920814,12.0560270655244,11.6169126687821,11.7099723565278,11.7793293334271,11.7415695452485,10.9999502726209,11.5849085972152,12.4941301010285,12.5334559506189,12.0120782724445,12.2911044780272,12.4759297044903,12.3527907395016,11.7463307279534,11.9724257672316,12.3839635992249,12.4097971302235
"YLR199C",8.10287828934653,8.09251723997193,8.23897805655123,8.34909045292488,7.88838405320741,8.19483962276373,8.23769777659017,8.15165455340101,8.20254441704996,8.01125111646183,8.03003317719251,8.18697304144995,8.21212690217721,8.13026033580896,8.22379272173376,8.30954889865159,8.02617078319137,8.32271122623783,8.27298335263268,8.30796715612645,8.32807158588952,8.36003194963509,8.06849766884661,7.97693789261079,8.14686823630222,8.32282743679018,8.06800747477337,8.33695846198933,8.13391661228126,8.09146602480333,8.26398306313562,8.18857422826372,8.15565481792047,8.32257987549042,8.11163750389078,8.09710216685964,8.19007902229918,8.31763695454505,8.20349960753136,8.17688232188912,8.10624086786278,8.02066255073327,8.30942458096643,8.21537132364372,8.20117936924374,8.25773298951933,8.40352308442009,8.26665326132821,8.25330155756076,8.17656177693755,8.20138474853707,7.91432850114149,8.23351161673935,8.23268891527041,8.2145360552439,8.31663216906166,8.2837549170488,8.18287058912189,8.29017802066023,8.41930803719116,8.1862156779148,8.34414593541011,8.06987415859544,8.11540131536603,8.23464176188936,8.1732157671371,8.09407321231976,8.18870788511396,8.03779952769243,8.30252124371584,8.11698408420389,8.35825288726208,8.24863898403745,8.29727473884398,8.19692215900958,8.36821955038961,8.41528539975121,8.4077763090793,8.16060861858319,8.17210308229037,8.44377158704147,8.35215662667236,8.26905463476157,8.36279217958653,8.12063238990711,8.12930667301452,8.21753994899518,8.18866341580705,8.17629097754541,8.02501339016535,8.0861461911367,8.05691500626073,8.10739768758672,8.1912451061891,8.06791780235022,8.32631849626699
"YLR200W",8.70814790973735,8.88854348608108,8.67993805861727,8.83717250191289,8.774198904891,8.82411059534894,8.57011274775215,8.75587618700273,8.65542167923418,8.92030595967787,8.63167608409675,8.30814793955247,8.17541172246342,8.41134643416644,8.59247731105645,8.13704349588037,8.98571228840925,9.12618977967521,8.05818000274092,8.41016815676474,8.69928365812375,8.91344024847626,8.54383587518311,8.58618181038643,8.36493472334136,8.54492976927548,8.37768883486617,8.52603458545452,8.60771311004586,8.63990438871806,8.43365791969671,8.75371579195294,8.80533012713079,8.81783983363907,8.73456715307779,8.61601982696816,8.59748093305348,8.69487401188159,8.4494354744062,8.76253399243285,8.77308489019687,8.79615051146299,8.47204625664723,8.70764944775982,8.40583561667777,8.7652744005466,8.46497306113432,8.71064215400206,8.31378986899936,8.36337644144239,8.34936496522917,8.30230746276424,8.32528807797952,8.57975161431884,8.55939266624603,8.66375171811135,8.5948822888537,8.66921305859912,8.33080098165846,8.7216140818643,8.59636613616571,8.78928164486661,8.37936916435816,8.54370005000836,8.55506090994819,8.62437776098407,8.51148875210041,8.8021353786424,8.55560725291783,8.69201748043561,8.74947740500325,8.82869809702809,8.72073922231873,8.88865309686468,8.50743562013823,8.68753572102765,8.70875876328238,8.61178251906387,8.44108875494934,8.37532212857024,8.24938892652225,8.05187081637999,8.49823339263162,8.25795813250838,8.2846680226014,8.38637490599434,8.72688701900283,8.72369375466229,9.0513875565183,9.03710495378555,8.74158088498046,8.67012532573359,8.76115071010886,8.31656707217348,8.79554680749614,8.88354756261645
"YLR201C",7.71208287840711,7.73543025536978,7.85348851797828,7.60439269460241,7.71148149153896,7.85677248293203,8.44935827631172,8.06945559483205,8.06894359093034,7.78263870449417,7.99811087461248,7.78288732800443,7.89466614866226,7.46956037912311,7.93514370010359,8.2321727192238,7.91262863327755,7.81241642168868,8.07463507725816,7.46861028004829,7.90776917697981,7.45668660361511,8.09159117096149,7.81778409034272,8.47159151836768,7.55936088854112,8.12131271335056,7.56387749785607,8.05899378472546,7.64101135808613,8.23976798196213,7.47018567301041,7.59814845157589,7.39359055314735,7.73302051427674,7.54642580527108,7.98270241020951,7.61880399740372,7.91181984694544,7.70436486386042,7.96815484157818,7.7499390533618,7.48493874940984,7.41302216365601,7.59066906430695,7.43994572948151,7.6993325876019,7.49195291061445,8.14328938039113,8.01466709283818,8.1592074656718,7.82686328528553,8.14989424739942,7.65563823022285,7.81809496607624,7.51536578886983,7.58237264804578,7.61915606085072,7.63289306301188,7.76861418010858,7.39785861650268,7.55544592350534,7.92677465610324,7.88021130254423,7.61903730121132,7.73376961519875,7.71595291606648,7.44757689806138,7.80873019563702,7.79741104094034,7.42823315412334,7.69110701124566,7.73845619198719,7.71052664299699,7.7400354663482,7.70551150148387,7.90256638976112,7.97717241256068,7.61551103431774,8.01307181135022,8.34237787710571,8.20984323594336,8.36418223993815,8.35084817050881,8.70702197948982,8.2777532955266,7.6286429221511,7.66923937312353,8.02066370386838,7.78061461609625,7.53714742089051,7.72773088979258,8.05314063190808,8.14369983531066,7.70625602209325,7.80507616368522
"YLR203C",8.71561470004727,8.75350549843781,8.67556587395137,8.70317778991883,8.52352773949884,8.41584311329962,9.231690914467,9.16709270023351,8.76363669885648,8.78633361516855,8.49369324796685,8.69833591181605,8.95259124439695,8.89521082418693,8.62463883810275,9.11665787346262,8.45682767407652,8.54046063950282,9.07776772654313,8.99208681339093,8.8439550588499,8.55101193932307,8.91352972029644,8.90872671874317,9.15778836755816,8.90142981718798,8.97757937061603,8.78849874075012,8.85166551584396,8.88520540569295,8.91318061176118,8.74414556751759,8.64192735551037,8.99783439365337,8.80084540740923,8.85380474962959,8.7520818837514,8.8261377813961,8.91190734738079,8.81632977427516,8.48547008426097,8.80639139619371,8.95306082564183,8.89948522393098,8.42642232330768,8.43452040987602,8.89807102022039,8.87722617828903,8.77957592024793,8.82325208908999,8.90283772078496,8.6840215682797,8.71589459192391,8.77310120196319,8.68180224995699,8.74074061885477,8.85663437382029,8.91455250272958,8.94169656474489,9.03059641502033,8.74682964185919,8.85794561980363,8.66639949072499,8.60286116621355,8.89962433406571,8.96444932644826,8.53264416742153,8.70705893448969,8.73292797528423,8.76130161763954,8.70427013026639,8.83526201734113,8.79504877541601,8.79834791804902,8.87164011028066,9.03648268449158,8.80542987456471,8.91392231980047,8.57150705660941,8.77747694358677,10.1124005503798,9.99796066346006,10.0288140119291,10.0366621420117,10.0626874489691,9.8335060823642,8.80433351882872,8.88047780497558,8.6245941457005,8.80829807517058,8.64973249328842,8.89487286883661,8.72064304022009,8.61369312921222,8.84121933464026,8.92278841471895
"YLR204W",7.81325158433029,7.86907877543996,7.96538461085345,7.58652679217763,7.82022094871972,7.85677248293203,8.30887683047151,8.28870965091068,8.08335501854673,8.04604681705933,7.88043431442406,7.63154592348431,7.73780224720214,7.74239750432524,7.87688380177791,8.10996736089951,7.88278111149688,7.74641189934716,7.77220272695343,7.8514501508185,8.10476238389191,7.86698551215314,8.06383406179221,8.11005292971739,8.07396025678546,8.06003334556697,8.09248267577858,7.91419766740172,8.1610348174031,8.07632472886425,8.11660651743876,8.12108272296704,8.03905808429252,8.10614938229512,8.0924941597722,8.15681400049684,7.92156133267082,7.88938156318572,7.58511546202811,8.07252828169923,7.90224280865979,7.98497838004099,7.72575850833405,7.85201830620037,7.78220129879511,7.89929729956173,7.87294312231922,7.76698953559489,7.66087367634805,7.87858370213588,7.90847312446545,7.7926370064765,7.90539779011411,7.77415855281874,8.06642301417705,7.91909241764657,7.88016347987993,7.99417682117203,7.86124357899299,7.95449694171272,7.71622498377827,7.72899070003697,7.87757215988213,7.93659056887856,7.97667094258214,8.01883699340521,7.91205855698189,7.55332142141742,7.94047605379006,8.12364346843695,7.81005066687573,8.05466746675572,8.05364173017365,7.89659790541997,7.80759641447859,8.02749215750653,7.68086773069805,7.79399980524389,7.75417228588507,7.91746101926485,9.23174483557627,9.19013642034085,9.23512066734365,9.15629937786957,9.40955312103329,9.29838187944866,8.05046189538183,8.03550940280504,8.18609032383729,8.01400969285474,8.03858474218632,7.84605780578164,7.98625751880467,7.72580013845784,7.95078845355599,8.22358692594749
"YLR205C",7.77793458771603,7.30908931323324,7.21959071689336,7.78746565087123,8.14938211236487,7.72611113687735,8.64761905038383,8.97610643385327,8.10234799527864,8.12410022897427,8.47836831226475,8.13174059666423,9.54974054281808,9.58774371612321,8.78499399664389,8.99387755920054,8.61379360491994,8.52483206055861,9.66339345941613,9.18832345218013,8.04005029406459,8.88289019316406,8.58342890738111,9.15988900719111,9.86131902192582,9.29842977948505,8.95909556059729,8.53706586883387,8.48085041510797,8.36078560340861,9.47752256378763,8.86090817192857,9.15214447112883,8.92342968976594,8.39544187637423,8.79871746611487,8.72960010390435,9.17980327844364,9.14893089879863,8.75643072454664,8.73264954429547,8.24331068564473,9.50042106297888,8.67803266677297,9.21534942046639,7.64622123507127,8.56937330666784,8.32436307687201,9.48252397272322,8.69647815745089,8.83421655426565,8.65896877919173,8.93686006794159,8.48759696409641,8.48061616478283,7.66560483167978,8.42540426646627,8.41948175907892,7.96824512323254,7.89517406268947,8.42831775528162,8.23927097284172,8.93789195705999,7.94272028958875,8.32612185501932,7.48746881478507,8.73477107047666,8.84741891008793,7.71610555013193,8.17929296373985,7.82424067158145,8.24439401252307,8.35626703466287,8.77293685630917,8.30459165124257,8.59802958492612,8.95823358906412,7.7782826529572,8.0810145819595,7.6836761863732,9.60096248337206,9.05204578506802,6.98299388822699,7.35196855131802,8.86499057521987,9.06257506213028,7.92920336522129,8.51693104877806,7.39943373059224,7.76755683532485,7.78826222457175,8.31362102432231,8.90712459930369,8.62757182596241,7.85791984449602,8.43060455784012
"YLR206W",9.59413082708901,9.4074726098897,9.5022645048798,9.4623557711507,9.65534869176188,9.42650258023724,9.92592388482756,9.73570069610056,9.72045534435799,9.51513651995472,9.74812422224833,9.9931316234163,10.1020755207912,9.93631872609648,9.62026721082783,10.1682250981256,9.56966906694751,9.53757626500167,10.1553023371897,9.83894586577521,9.83977101171536,9.58690004208879,9.95468335936273,9.86664677722271,10.1338448837348,9.81883360289173,10.0124753568276,9.65624944283689,9.74398407830648,9.59642454936964,9.91677451474656,9.4009870343865,9.48990917875466,9.63734678353767,9.57481895574148,9.60435103424967,9.6065693479161,9.51568750639069,9.71938836058958,9.58121426591492,9.81002990850707,9.48751697424803,9.78285075393052,9.66947308862586,9.65938891517978,9.42698510862747,9.6472775918713,9.52958985020505,9.96649913843005,9.667824230245,10.0363521681303,9.85227043271073,9.88138081032496,9.72287679883457,9.69152624587124,9.57611351866979,9.56874411211771,9.64271274405482,9.73842713526938,9.65355751824637,9.69946263970715,9.68943191768446,9.80653432402577,9.56458025614595,9.64305067452613,9.54411525267167,9.7430367822385,9.64578868655156,9.47144233946304,9.36118840875307,9.55287838089569,9.58820015155134,9.43954304855409,9.57849838777639,9.68408422196574,9.69259739214754,9.68333382024066,9.40713908936008,9.62583625037419,9.71678872308127,9.87751332451452,9.96756405124171,9.65063363031768,9.75379303167992,10.0245814853733,9.66069927399157,9.39995998440366,9.43082803601307,9.50856723194109,9.47568695053175,9.48848095917337,9.60858565589514,9.71314172061053,9.64294845162191,9.48344504043015,9.50118370031438
"YLR207W",8.27969028134561,8.49145800106338,8.33087890114483,8.44116333479418,8.27167690128008,8.43354746769979,8.51852483331674,8.28870965091068,8.32072722544774,8.15629537230629,8.31540836525246,8.5658404799744,8.66957602751883,8.52250384098076,8.24695284614087,8.42748580407827,8.03161875458662,8.21963921866224,8.52904803178667,8.43275623782524,8.35248543319288,8.23969514039689,8.37357773924236,8.36134333552814,8.59385920342807,8.46091032794268,8.57799111599298,8.68323383917063,8.48085041510797,8.3440379445538,8.33427311538114,8.32333444598186,8.34756538868969,8.39418180177247,8.27757575601134,8.37356648831518,8.30759519472663,8.40633641678068,8.47433611826877,8.1950674435403,8.27619409120345,8.28788752568497,8.43496139956469,8.46714714743648,8.59227060932183,8.43125486892627,8.47297159396402,8.43326737086612,8.51115473312416,8.46937384754646,8.57452665932638,8.39631153067969,8.53013684219786,8.42572297820427,8.35862644006596,8.38542354624837,8.5164790991423,8.59471717438682,8.58695780263837,8.45620907813569,8.34105189370315,8.47142505996901,8.47054039941776,8.49455524692257,8.39533357542873,8.34879100211202,8.50436726330659,8.48755117485035,8.25058901108603,8.45837776711093,8.40313783446217,8.44669966355504,8.51622614695842,8.47177681437909,8.35053109874577,8.41091569344375,8.49745013320806,8.43803868662583,8.28756680745601,8.48838698499605,8.36225009387259,8.54998882691527,8.29978032939764,8.40960032879348,8.13025377978872,8.13451011231241,8.30826674117175,8.24347838897292,8.13641120619992,8.20022352283436,8.19858406944547,8.43918685300411,8.15967938401923,8.4318360489968,8.28201539123906,8.33081812928329
"YLR208W",9.77997924295099,9.96310972111692,9.99484766216307,10.1018219660434,9.82793963474199,10.1222451277813,9.83706046843299,9.84986010839411,9.84805349580822,10.044913502088,9.79830125026732,9.7944731004156,9.57609180250395,9.74724128711529,9.73755303205094,9.75090162854257,9.76506236011121,10.0080454922964,9.56222280696083,9.84035278489812,9.8788983049573,9.92030988298318,9.67696839256142,9.86664677722271,9.70143494508834,9.80113449001688,9.68644902586388,9.74604943290736,9.77934848855768,9.85879478883046,9.75419456054578,10.0512926824485,9.74181451642424,9.99051809837926,9.93800434685488,10.0118559369068,9.90178541404219,9.95664181422569,9.985943251434,10.1334797526052,9.90259619459116,10.0232561324366,9.80624537981876,9.87327317607026,9.85408980513284,9.89072042330719,9.85870404669072,9.89705972409764,9.93388745810489,10.0976757918541,9.99506502908216,9.93279545741544,9.90985078797217,9.98406034733124,9.89571771567001,9.96078641865168,9.99320074216662,9.88552229582254,9.97689029268964,10.1418982845219,9.82648301470761,9.86641235750424,9.86504384614502,9.96976035214997,9.8602994199441,10.0166147758263,9.83805380363782,9.94394337692753,9.85954540925374,10.132056600237,9.99715639066526,10.1062957018501,9.79963737229653,9.96345087614632,9.85649357617512,9.99544997600081,9.81878827557886,9.96940447154229,9.84777643902278,10.0115710791162,9.77019993899389,9.7165367306725,9.85380915726821,9.74014087748327,9.73473857781051,9.85568716029041,9.86799918900989,10.0268426240076,9.76828059465802,9.88414023472801,9.91862855323108,9.95151531001435,9.88218799676564,9.97123880241512,9.85607717785637,9.93218795918045
"YLR209C",7.71955108952647,7.58800932645063,7.89929985569893,7.75587415073419,7.69633839475726,7.83023761266103,7.84101620215324,8.0806911137069,7.82766197306139,7.69754295289657,7.86280655464773,7.78288732800443,7.68643875885807,7.69006018610688,7.75920939843533,7.94607169600018,7.60398310896315,7.69832917476288,7.82508615562675,7.78263958658756,7.6715772089596,7.72222364534333,7.90076179407622,7.93734128503871,7.78494733964654,7.71930981300112,7.66608008828487,7.57823882556937,7.84140709352801,7.85750789123059,7.77249294261145,7.67281789943562,7.78503935233941,7.72802602694463,7.90764343382655,7.89560703670635,8.11267425894243,8.02911287174885,7.84781237196253,7.7295825597914,7.92455170902626,7.91715935864735,7.63029486767716,7.72226606525358,7.98486247072264,7.86576727011857,7.86078014155674,7.78082353229605,8.17159209152599,8.1389577759838,8.05952136454516,7.83809276418734,8.06618656550781,7.89018818332304,7.80375364260071,7.81589369061285,7.8741759915775,7.71881162026382,7.78128780459951,7.64588560865077,7.70151318592428,7.89107021125285,8.05520689694172,7.97298208257568,7.85892869071216,7.83947451748286,7.92279952565333,7.84968085044906,7.83606580196675,7.85231140653481,7.73691253268932,7.59346370714915,7.91214586652282,7.8918739514802,7.59452269364982,7.8210630097978,7.77634455104911,7.78616278394581,7.52364090968198,8.03807864204797,7.63218016822456,7.67167707762308,7.82355636176675,7.71194379354678,7.80920602302956,7.98117440447625,7.70814384069703,7.73204856473922,7.76329222286292,7.8379451333905,7.93845569157396,7.87602838916038,7.87116265063665,7.95818984664736,7.71385418490468,7.81154097725635
