"","Uniprot_InteractorA","Uniprot_InteractorB","Confidence.value.s.","InteractorA","InteractorB"
"892","uniprotkb:P53310","uniprotkb:Q02804","intact-miscore:0.37","YGR242W","YPL051W"
"893","uniprotkb:Q03691","uniprotkb:P32447","intact-miscore:0.37","YMR200W","YJL115W"
"894","uniprotkb:P40559","uniprotkb:P35817","intact-miscore:0.37","YIL002C","YLR399C"
"895","uniprotkb:P32584","uniprotkb:P35817","intact-miscore:0.37","YDR410C","YLR399C"
"896","uniprotkb:P32911","uniprotkb:P35817","intact-miscore:0.37","YNL244C","YLR399C"
"897","uniprotkb:Q99326","uniprotkb:P35817","intact-miscore:0.37","YOR338W","YLR399C"
"898","uniprotkb:P22224","uniprotkb:P29366","intact-miscore:0.37","YGL233W","YBR200W"
"899","uniprotkb:P32944","uniprotkb:P29366","intact-miscore:0.37","YJL187C","YBR200W"
"900","uniprotkb:P46682","uniprotkb:P32873","intact-miscore:0.37","YGR261C","YPL115C"
"901","uniprotkb:P48562","uniprotkb:P32873","intact-miscore:0.37","YNL298W","YPL115C"
"902","uniprotkb:P32458","uniprotkb:P39011","intact-miscore:0.37","YJR076C","YPL161C"
"903","uniprotkb:P32468","uniprotkb:P39011","intact-miscore:0.37","YHR107C","YPL161C"
"904","uniprotkb:P32354","uniprotkb:P39011","intact-miscore:0.37","YIL150C","YPL161C"
"905","uniprotkb:Q07872","uniprotkb:P39011","intact-miscore:0.37","YLL038C","YPL161C"
"906","uniprotkb:P39955","uniprotkb:P39011","intact-miscore:0.37","YER047C","YPL161C"
"907","uniprotkb:Q04921","uniprotkb:P39011","intact-miscore:0.37","YDR218C","YPL161C"
"908","uniprotkb:P50623","uniprotkb:P39011","intact-miscore:0.37","YDL064W","YPL161C"
"909","uniprotkb:P40095","uniprotkb:P39011","intact-miscore:0.37","YER158C","YPL161C"
"910","uniprotkb:P48562","uniprotkb:P39969","intact-miscore:0.37","YNL298W","YER114C"
"911","uniprotkb:P32864","uniprotkb:P39969","intact-miscore:0.37","YOR370C","YER114C"
"912","uniprotkb:P21339","uniprotkb:P39969","intact-miscore:0.37","YOR188W","YER114C"
"913","uniprotkb:P32618","uniprotkb:P39969","intact-miscore:0.37","YEL043W","YER114C"
"914","uniprotkb:P40583","uniprotkb:P39969","intact-miscore:0.37","YIR039C","YER114C"
"915","uniprotkb:P20438","uniprotkb:P33314","intact-miscore:0.37","YPL256C","YKL092C"
"916","uniprotkb:P40476","uniprotkb:P33314","intact-miscore:0.37","YIL117C","YKL092C"
"917","uniprotkb:Q02891","uniprotkb:P33314","intact-miscore:0.37","YPL095C","YKL092C"
"918","uniprotkb:Q06648","uniprotkb:P28495","intact-miscore:0.37","YDR309C","YKL007W"
"919","uniprotkb:Q06604","uniprotkb:P28495","intact-miscore:0.37","YPR171W","YKL007W"
"920","uniprotkb:Q04921","uniprotkb:P32458","intact-miscore:0.37","YDR218C","YJR076C"
"921","uniprotkb:Q12134","uniprotkb:P32458","intact-miscore:0.37","YOR284W","YJR076C"
"922","uniprotkb:P32468","uniprotkb:P32468","intact-miscore:0.37","YHR107C","YHR107C"
"923","uniprotkb:P38272","uniprotkb:P32468","intact-miscore:0.37","YBR130C","YHR107C"
"924","uniprotkb:P47079","uniprotkb:P11433","intact-miscore:0.37","YJL008C","YAL041W"
"925","uniprotkb:Q05785","uniprotkb:P11433","intact-miscore:0.37","YLR206W","YAL041W"
"926","uniprotkb:P21268","uniprotkb:P11433","intact-miscore:0.78","YJL157C","YAL041W"
"927","uniprotkb:P32944","uniprotkb:P11433","intact-miscore:0.37","YJL187C","YAL041W"
"928","uniprotkb:P50078","uniprotkb:P11433","intact-miscore:0.37","YGR221C","YAL041W"
"929","uniprotkb:P40507","uniprotkb:P11433","intact-miscore:0.37","YIL079C","YAL041W"
"930","uniprotkb:P38165","uniprotkb:P25694","intact-miscore:0.37","YBL103C","YDL126C"
"931","uniprotkb:Q12452","uniprotkb:Q12018","intact-miscore:0.37","YLR100W","YDL132W"
"932","uniprotkb:Q12395","uniprotkb:Q12018","intact-miscore:0.55","YLR128W","YDL132W"
"933","uniprotkb:Q05930","uniprotkb:Q12018","intact-miscore:0.37","YLR368W","YDL132W"
"934","uniprotkb:P53061","uniprotkb:Q12018","intact-miscore:0.37","YGL249W","YDL132W"
"935","uniprotkb:P87283","uniprotkb:Q12018","intact-miscore:0.37","YDR274C","YDL132W"
"936","uniprotkb:P06839","uniprotkb:P38147","intact-miscore:0.37","YER171W","YBR274W"
"937","uniprotkb:P40505","uniprotkb:P38147","intact-miscore:0.37","YIL084C","YBR274W"
"938","uniprotkb:P47057","uniprotkb:P38147","intact-miscore:0.37","YJL036W","YBR274W"
"939","uniprotkb:P53857","uniprotkb:P38147","intact-miscore:0.37","YNL234W","YBR274W"
"940","uniprotkb:P48231","uniprotkb:P43639","intact-miscore:0.37","YNL087W","YGL019W"
"941","uniprotkb:P53857","uniprotkb:P43639","intact-miscore:0.37","YNL234W","YGL019W"
"942","uniprotkb:P33420","uniprotkb:P38930","intact-miscore:0.37","YPL174C","YOR039W"
"943","uniprotkb:P32468","uniprotkb:P48562","intact-miscore:0.37","YHR107C","YNL298W"
"944","uniprotkb:Q02629","uniprotkb:P48562","intact-miscore:0.37","YKL068W","YNL298W"
"945","uniprotkb:P40020","uniprotkb:P30283","intact-miscore:0.37","YER032W","YPR120C"
"946","uniprotkb:Q05670","uniprotkb:P30283","intact-miscore:0.37","YMR232W","YPR120C"
"947","uniprotkb:P32526","uniprotkb:P30283","intact-miscore:0.37","YPL269W","YPR120C"
"948","uniprotkb:P13185","uniprotkb:P30283","intact-miscore:0.37","YDR122W","YPR120C"
"949","uniprotkb:P23748","uniprotkb:P30283","intact-miscore:0.37","YMR036C","YPR120C"
"950","uniprotkb:P40064","uniprotkb:P30283","intact-miscore:0.37","YER105C","YPR120C"
"951","uniprotkb:P42845","uniprotkb:P30283","intact-miscore:0.37","YNL309W","YPR120C"
"952","uniprotkb:Q03898","uniprotkb:P30283","intact-miscore:0.55","YDR130C","YPR120C"
"953","uniprotkb:P47049","uniprotkb:P30283","intact-miscore:0.55","YJL048C","YPR120C"
"954","uniprotkb:P36157","uniprotkb:P30283","intact-miscore:0.37","YKR077W","YPR120C"
"955","uniprotkb:Q08471","uniprotkb:P30283","intact-miscore:0.37","YOR066W","YPR120C"
"956","uniprotkb:Q08729","uniprotkb:P30283","intact-miscore:0.37","YOR264W","YPR120C"
"957","uniprotkb:P46970","uniprotkb:P13365","intact-miscore:0.37","YJR132W","YAL040C"
"958","uniprotkb:P39946","uniprotkb:P13365","intact-miscore:0.37","YOR269W","YAL040C"
"959","uniprotkb:P23201","uniprotkb:P13365","intact-miscore:0.37","YLL021W","YAL040C"
"960","uniprotkb:Q02606","uniprotkb:P13365","intact-miscore:0.37","YPL014W","YAL040C"
"961","uniprotkb:Q12744","uniprotkb:P06787","intact-miscore:0.37","YML094C-A","YBR109C"
"962","uniprotkb:Q04461","uniprotkb:P06787","intact-miscore:0.37","YMR111C","YBR109C"
"963","uniprotkb:P48568","uniprotkb:P23287","intact-miscore:0.37","YDL186W","YLR433C"
"964","uniprotkb:P38870","uniprotkb:P23287","intact-miscore:0.37","YHR182W","YLR433C"
"965","uniprotkb:Q99332","uniprotkb:P23287","intact-miscore:0.37","YOR324C","YLR433C"
"966","uniprotkb:Q00947","uniprotkb:P33313","intact-miscore:0.37","YDR463W","YBR155W"
"967","uniprotkb:P48836","uniprotkb:P53691","intact-miscore:0.37","YHR039C-A","YLR216C"
"968","uniprotkb:P35729","uniprotkb:P53691","intact-miscore:0.37","YKL057C","YLR216C"
"969","uniprotkb:Q03088","uniprotkb:Q06440","intact-miscore:0.37","YPL032C","YLR429W"
"970","uniprotkb:Q06440","uniprotkb:P53933","intact-miscore:0.37","YLR429W","YNL094W"
"971","uniprotkb:P46970","uniprotkb:P53968","intact-miscore:0.37","YJR132W","YNL027W"
"972","uniprotkb:P40075","uniprotkb:P53968","intact-miscore:0.37","YER120W","YNL027W"
"973","uniprotkb:P38890","uniprotkb:P53968","intact-miscore:0.37","YHR207C","YNL027W"
"974","uniprotkb:P53721","uniprotkb:P53968","intact-miscore:0.37","YNR018W","YNL027W"
"975","uniprotkb:P41896","uniprotkb:P38877","intact-miscore:0.37","YGR005C","YHR191C"
"976","uniprotkb:Q05080","uniprotkb:P25355","intact-miscore:0.37","YMR032W","YCR054C"
"977","uniprotkb:Q12377","uniprotkb:P25355","intact-miscore:0.37","YDL097C","YCR054C"
"978","uniprotkb:P25378","uniprotkb:P25453","intact-miscore:0.37","YCR027C","YER179W"
"979","uniprotkb:P53979","uniprotkb:P25453","intact-miscore:0.37","YNL013C","YER179W"
"980","uniprotkb:P38130","uniprotkb:P39009","intact-miscore:0.37","YBR205W","YDL101C"
"981","uniprotkb:Q99288","uniprotkb:P39009","intact-miscore:0.37","YDR051C","YDL101C"
"982","uniprotkb:P47150","uniprotkb:P32801","intact-miscore:0.37","YJR113C","YKL048C"
"983","uniprotkb:Q04964","uniprotkb:P11710","intact-miscore:0.37","YML058W","YCL027W"
"984","uniprotkb:P40570","uniprotkb:P11710","intact-miscore:0.37","YIR014W","YCL027W"
"985","uniprotkb:P43563","uniprotkb:P25555","intact-miscore:0.37","YFL034C-B","YCL011C"
"986","uniprotkb:P40958","uniprotkb:P38682","intact-miscore:0.37","YJL030W","YER122C"
"987","uniprotkb:P46970","uniprotkb:P38682","intact-miscore:0.37","YJR132W","YER122C"
"988","uniprotkb:P38270","uniprotkb:P08539","intact-miscore:0.37","YBR128C","YHR005C"
"989","uniprotkb:P28006","uniprotkb:P08539","intact-miscore:0.37","YOR178C","YHR005C"
"990","uniprotkb:P06105","uniprotkb:P08539","intact-miscore:0.37","YJL080C","YHR005C"
"991","uniprotkb:P38268","uniprotkb:P08539","intact-miscore:0.37","YBR116C","YHR005C"
"992","uniprotkb:P08539","uniprotkb:Q03981","intact-miscore:0.37","YHR005C","YDR179C"
"993","uniprotkb:P08539","uniprotkb:P38740","intact-miscore:0.37","YHR005C","YHL026C"
"994","uniprotkb:Q04751","uniprotkb:P08539","intact-miscore:0.37","YMR069W","YHR005C"
"995","uniprotkb:Q08908","uniprotkb:P40956","intact-miscore:0.37","YOR384W","YGL181W"
"996","uniprotkb:P18494","uniprotkb:P40956","intact-miscore:0.37","YER040W","YGL181W"
"997","uniprotkb:P38277","uniprotkb:P40956","intact-miscore:0.37","YBR138C","YGL181W"
"998","uniprotkb:P38348","uniprotkb:P40956","intact-miscore:0.37","YBR272C","YGL181W"
"999","uniprotkb:P22209","uniprotkb:P40956","intact-miscore:0.37","YAR018C","YGL181W"
"1000","uniprotkb:P32350","uniprotkb:P40956","intact-miscore:0.37","YLL019C","YGL181W"
"1001","uniprotkb:Q00539","uniprotkb:P40956","intact-miscore:0.37","YHR086W","YGL181W"
"1002","uniprotkb:P32521","uniprotkb:P40956","intact-miscore:0.37","YIR006C","YGL181W"
"1003","uniprotkb:P39955","uniprotkb:P40956","intact-miscore:0.37","YER047C","YGL181W"
"1004","uniprotkb:P32790","uniprotkb:P40956","intact-miscore:0.37","YBL007C","YGL181W"
"1005","uniprotkb:P14680","uniprotkb:P40956","intact-miscore:0.37","YJL141C","YGL181W"
"1006","uniprotkb:P39703","uniprotkb:P40956","intact-miscore:0.37","YAL004W","YGL181W"
"1007","uniprotkb:Q04401","uniprotkb:P40956","intact-miscore:0.37","YDR511W","YGL181W"
"1008","uniprotkb:P39970","uniprotkb:P40956","intact-miscore:0.37","YER045C","YGL181W"
"1009","uniprotkb:P38867","uniprotkb:P40956","intact-miscore:0.37","YHR177W","YGL181W"
"1010","uniprotkb:Q12134","uniprotkb:P40956","intact-miscore:0.37","YOR284W","YGL181W"
"1011","uniprotkb:Q06604","uniprotkb:P40956","intact-miscore:0.37","YPR171W","YGL181W"
"1012","uniprotkb:P08521","uniprotkb:Q04437","intact-miscore:0.37","YOR302W","YMR106C"
"1013","uniprotkb:P40048","uniprotkb:Q04344","intact-miscore:0.37","YER075C","YDL125C"
"1014","uniprotkb:P53933","uniprotkb:P38274","intact-miscore:0.37","YNL094W","YBR133C"
"1015","uniprotkb:P16649","uniprotkb:Q6Q5K6","intact-miscore:0.37","YCR084C","YML058W-A"
"1016","uniprotkb:P25044","uniprotkb:P50942","intact-miscore:0.37","YDL230W","YNL106C"
"1017","uniprotkb:P40063","uniprotkb:P50942","intact-miscore:0.37","YER104W","YNL106C"
"1018","uniprotkb:Q03088","uniprotkb:P50942","intact-miscore:0.37","YPL032C","YNL106C"
"1019","uniprotkb:P52917","uniprotkb:P50942","intact-miscore:0.37","YPR173C","YNL106C"
"1020","uniprotkb:Q06580","uniprotkb:P50942","intact-miscore:0.37","YPR188C","YNL106C"
"1021","uniprotkb:Q03790","uniprotkb:Q08227","intact-miscore:0.37","YMR153W","YOL065C"
"1022","uniprotkb:P46956","uniprotkb:Q08227","intact-miscore:0.37","YJL117W","YOL065C"
"1023","uniprotkb:P46965","uniprotkb:Q08227","intact-miscore:0.37","YJR010C-A","YOL065C"
"1024","uniprotkb:Q12405","uniprotkb:P38991","intact-miscore:0.37","YOR084W","YPL209C"
"1025","uniprotkb:Q07872","uniprotkb:Q12280","intact-miscore:0.37","YLL038C","YPL242C"
"1026","uniprotkb:P11710","uniprotkb:Q12280","intact-miscore:0.37","YCL027W","YPL242C"
"1027","uniprotkb:O13564","uniprotkb:Q12280","intact-miscore:0.37","YLR428C","YPL242C"
"1028","uniprotkb:P53906","uniprotkb:Q12280","intact-miscore:0.37","YNL146W","YPL242C"
"1029","uniprotkb:P28004","uniprotkb:P38217","intact-miscore:0.37","YAL032C","YBR017C"
"1030","uniprotkb:P05085","uniprotkb:P14681","intact-miscore:0.37","YML099C","YGR040W"
"1031","uniprotkb:P38837","uniprotkb:Q12446","intact-miscore:0.37","YHR133C","YOR181W"
"1032","uniprotkb:P14359","uniprotkb:Q12446","intact-miscore:0.37","YJL151C","YOR181W"
"1033","uniprotkb:Q12270","uniprotkb:Q12446","intact-miscore:0.37","YPL246C","YOR181W"
"1034","uniprotkb:Q03818","uniprotkb:Q02574","intact-miscore:0.37","YMR159C","YLR288C"
"1035","uniprotkb:P32354","uniprotkb:Q02574","intact-miscore:0.37","YIL150C","YLR288C"
"1036","uniprotkb:Q03290","uniprotkb:Q02574","intact-miscore:0.37","YDR460W","YLR288C"
"1037","uniprotkb:P47029","uniprotkb:Q02574","intact-miscore:0.37","YJL084C","YLR288C"
"1038","uniprotkb:Q06005","uniprotkb:Q02574","intact-miscore:0.37","YLR239C","YLR288C"
"1039","uniprotkb:P53885","uniprotkb:P40469","intact-miscore:0.37","YNL173C","YIL128W"
"1040","uniprotkb:Q99278","uniprotkb:P40469","intact-miscore:0.37","YMR112C","YIL128W"
"1041","uniprotkb:P34909","uniprotkb:P40469","intact-miscore:0.37","YER068W","YIL128W"
"1042","uniprotkb:Q02770","uniprotkb:P40469","intact-miscore:0.37","YPL064C","YIL128W"
"1043","uniprotkb:Q08930","uniprotkb:P40469","intact-miscore:0.37","YPL191C","YIL128W"
"1044","uniprotkb:P53858","uniprotkb:P32334","intact-miscore:0.37","YNL233W","YGR014W"
"1045","uniprotkb:P48562","uniprotkb:P32334","intact-miscore:0.37","YNL298W","YGR014W"
"1046","uniprotkb:P23201","uniprotkb:P48566","intact-miscore:0.37","YLL021W","YNL293W"
"1047","uniprotkb:P23201","uniprotkb:Q12317","intact-miscore:0.37","YLL021W","YOL112W"
"1048","uniprotkb:P06785","uniprotkb:Q02892","intact-miscore:0.37","YOR074C","YPL093W"
"1049","uniprotkb:P38930","uniprotkb:Q02892","intact-miscore:0.37","YOR039W","YPL093W"
"1050","uniprotkb:Q02892","uniprotkb:P22209","intact-miscore:0.37","YPL093W","YAR018C"
"1051","uniprotkb:P53091","uniprotkb:Q02892","intact-miscore:0.37","YGL201C","YPL093W"
"1052","uniprotkb:P39723","uniprotkb:Q02892","intact-miscore:0.37","YAL047C","YPL093W"
"1053","uniprotkb:P25651","uniprotkb:Q02892","intact-miscore:0.37","YCR086W","YPL093W"
"1054","uniprotkb:Q12476","uniprotkb:Q02892","intact-miscore:0.37","YDL175C","YPL093W"
"1055","uniprotkb:Q99332","uniprotkb:Q02892","intact-miscore:0.37","YOR324C","YPL093W"
"1056","uniprotkb:Q05911","uniprotkb:P20676","intact-miscore:0.37","YLR359W","YOR098C"
"1057","uniprotkb:Q03818","uniprotkb:P20676","intact-miscore:0.37","YMR159C","YOR098C"
"1058","uniprotkb:P38696","uniprotkb:P20676","intact-miscore:0.37","YHR129C","YOR098C"
"1059","uniprotkb:P54861","uniprotkb:P20676","intact-miscore:0.37","YLL001W","YOR098C"
"1060","uniprotkb:P38791","uniprotkb:P20676","intact-miscore:0.37","YHR068W","YOR098C"
"1061","uniprotkb:P32864","uniprotkb:P20676","intact-miscore:0.37","YOR370C","YOR098C"
"1062","uniprotkb:P19524","uniprotkb:P20676","intact-miscore:0.37","YOR326W","YOR098C"
"1063","uniprotkb:P20435","uniprotkb:P20676","intact-miscore:0.37","YPR187W","YOR098C"
"1064","uniprotkb:P34223","uniprotkb:P20676","intact-miscore:0.37","YBL058W","YOR098C"
"1065","uniprotkb:Q03148","uniprotkb:P20676","intact-miscore:0.37","YMR096W","YOR098C"
"1066","uniprotkb:P35497","uniprotkb:P20676","intact-miscore:0.37","YJR159W","YOR098C"
"1067","uniprotkb:P35210","uniprotkb:P20676","intact-miscore:0.37","YKL020C","YOR098C"
"1068","uniprotkb:Q00764","uniprotkb:P20676","intact-miscore:0.37","YBR126C","YOR098C"
"1069","uniprotkb:P30402","uniprotkb:P20676","intact-miscore:0.37","YMR271C","YOR098C"
"1070","uniprotkb:Q12206","uniprotkb:P20676","intact-miscore:0.37","YOR229W","YOR098C"
"1071","uniprotkb:P39718","uniprotkb:P20676","intact-miscore:0.37","YAL055W","YOR098C"
"1072","uniprotkb:P25651","uniprotkb:P20676","intact-miscore:0.37","YCR086W","YOR098C"
"1073","uniprotkb:Q03900","uniprotkb:P20676","intact-miscore:0.37","YDR132C","YOR098C"
"1074","uniprotkb:P53184","uniprotkb:P20676","intact-miscore:0.37","YGL037C","YOR098C"
"1075","uniprotkb:P35727","uniprotkb:P20676","intact-miscore:0.37","YKL061W","YOR098C"
"1076","uniprotkb:P36023","uniprotkb:P20676","intact-miscore:0.37","YKR064W","YOR098C"
"1077","uniprotkb:Q08229","uniprotkb:P20676","intact-miscore:0.37","YOL070C","YOR098C"
"1078","uniprotkb:Q06608","uniprotkb:P20676","intact-miscore:0.37","YPR172W","YOR098C"
"1079","uniprotkb:P32579","uniprotkb:P54790","intact-miscore:0.37","YGL169W","YLL004W"
"1080","uniprotkb:P38137","uniprotkb:P39545","intact-miscore:0.37","YBR222C","YAR020C"
"1081","uniprotkb:P87271","uniprotkb:P39545","intact-miscore:0.37","YDR455C","YAR020C"
"1082","uniprotkb:P53045","uniprotkb:P40316","intact-miscore:0.37","YGR060W","YDR113C"
"1083","uniprotkb:P25385","uniprotkb:P08468","intact-miscore:0.37","YLR078C","YMR257C"
"1084","uniprotkb:P34078","uniprotkb:P08468","intact-miscore:0.37","YKL143W","YMR257C"
"1085","uniprotkb:Q00539","uniprotkb:P08468","intact-miscore:0.37","YHR086W","YMR257C"
"1086","uniprotkb:P08468","uniprotkb:Q05024","intact-miscore:0.37","YMR257C","YMR233W"
"1087","uniprotkb:Q08601","uniprotkb:P08468","intact-miscore:0.37","YOR197W","YMR257C"
"1088","uniprotkb:P07274","uniprotkb:P40450","intact-miscore:0.37","YOR122C","YIL159W"
"1089","uniprotkb:P17555","uniprotkb:P07274","intact-miscore:0.37","YNL138W","YOR122C"
"1090","uniprotkb:P53043","uniprotkb:P39105","intact-miscore:0.37","YGR123C","YMR008C"
"1091","uniprotkb:P16370","uniprotkb:P23594","intact-miscore:0.37","YIL021W","YDL134C"
"1092","uniprotkb:P39970","uniprotkb:P53043","intact-miscore:0.37","YER045C","YGR123C"
"1093","uniprotkb:P53980","uniprotkb:P53043","intact-miscore:0.37","YNL011C","YGR123C"
"1094","uniprotkb:P37366","uniprotkb:P15938","intact-miscore:0.37","YPR025C","YKR086W"
"1095","uniprotkb:Q06819","uniprotkb:P15938","intact-miscore:0.37","YPR082C","YKR086W"
"1096","uniprotkb:Q08162","uniprotkb:P15938","intact-miscore:0.37","YOL021C","YKR086W"
"1097","uniprotkb:Q12280","uniprotkb:P15938","intact-miscore:0.37","YPL242C","YKR086W"
"1098","uniprotkb:P46151","uniprotkb:P15938","intact-miscore:0.37","YPL023C","YKR086W"
"1099","uniprotkb:P38692","uniprotkb:P15938","intact-miscore:0.37","YHR102W","YKR086W"
"1100","uniprotkb:P38293","uniprotkb:P15938","intact-miscore:0.37","YBR173C","YKR086W"
"1101","uniprotkb:P35194","uniprotkb:P15938","intact-miscore:0.37","YBL004W","YKR086W"
"1102","uniprotkb:P53295","uniprotkb:P15938","intact-miscore:0.37","YGR173W","YKR086W"
"1103","uniprotkb:P38880","uniprotkb:P15938","intact-miscore:0.37","YHR194W","YKR086W"
"1104","uniprotkb:P47120","uniprotkb:P15938","intact-miscore:0.37","YJR070C","YKR086W"
"1105","uniprotkb:P36083","uniprotkb:P15938","intact-miscore:0.37","YKL075C","YKR086W"
"1106","uniprotkb:Q12354","uniprotkb:P15938","intact-miscore:0.37","YLR118C","YKR086W"
"1107","uniprotkb:O13556","uniprotkb:P15938","intact-miscore:0.37","YLR462W","YKR086W"
"1108","uniprotkb:Q08226","uniprotkb:P15938","intact-miscore:0.37","YOL063C","YKR086W"
"1109","uniprotkb:Q02754","uniprotkb:P15938","intact-miscore:0.37","YPL067C","YKR086W"
"1110","uniprotkb:O13575","uniprotkb:P15938","intact-miscore:0.37","YPR177C","YKR086W"
"1111","uniprotkb:P46974","uniprotkb:P15938","intact-miscore:0.37","YJR127C","YKR086W"
"1112","uniprotkb:O13329","uniprotkb:Q03776","intact-miscore:0.37","YDR110W","YDR235W"
"1113","uniprotkb:P32906","uniprotkb:Q03776","intact-miscore:0.37","YJR131W","YDR235W"
"1114","uniprotkb:Q07418","uniprotkb:Q03776","intact-miscore:0.37","YDL065C","YDR235W"
"1115","uniprotkb:P53933","uniprotkb:Q03776","intact-miscore:0.37","YNL094W","YDR235W"
"1116","uniprotkb:P39944","uniprotkb:P25043","intact-miscore:0.55","YER144C","YOR157C"
"1117","uniprotkb:P06777","uniprotkb:P21269","intact-miscore:0.37","YPL022W","YER168C"
"1118","uniprotkb:P46943","uniprotkb:P06777","intact-miscore:0.37","YLR289W","YPL022W"
"1119","uniprotkb:Q05787","uniprotkb:P06777","intact-miscore:0.37","YLR207W","YPL022W"
"1120","uniprotkb:Q12246","uniprotkb:P06777","intact-miscore:0.37","YOR171C","YPL022W"
"1121","uniprotkb:P54784","uniprotkb:P06777","intact-miscore:0.37","YML065W","YPL022W"
"1122","uniprotkb:Q06168","uniprotkb:P06777","intact-miscore:0.37","YLR321C","YPL022W"
"1123","uniprotkb:Q05471","uniprotkb:P06777","intact-miscore:0.37","YDR334W","YPL022W"
"1124","uniprotkb:P38176","uniprotkb:P06777","intact-miscore:0.37","YBL089W","YPL022W"
"1125","uniprotkb:Q06677","uniprotkb:P06777","intact-miscore:0.37","YDR320C","YPL022W"
"1126","uniprotkb:P40042","uniprotkb:P06777","intact-miscore:0.37","YER066W","YPL022W"
"1127","uniprotkb:P53177","uniprotkb:P06777","intact-miscore:0.37","YGL050W","YPL022W"
"1128","uniprotkb:P38716","uniprotkb:P06777","intact-miscore:0.37","YHR112C","YPL022W"
"1129","uniprotkb:P34237","uniprotkb:P06777","intact-miscore:0.37","YKL179C","YPL022W"
"1130","uniprotkb:Q08421","uniprotkb:P06777","intact-miscore:0.37","YOR051C","YPL022W"
"1131","uniprotkb:P53933","uniprotkb:P48581","intact-miscore:0.37","YNL094W","YOR368W"
"1132","uniprotkb:P53749","uniprotkb:P48581","intact-miscore:0.37","YNR063W","YOR368W"
"1133","uniprotkb:P17106","uniprotkb:P22216","intact-miscore:0.37","YJR060W","YPL153C"
"1134","uniprotkb:O13329","uniprotkb:P22216","intact-miscore:0.37","YDR110W","YPL153C"
"1135","uniprotkb:P35209","uniprotkb:P22216","intact-miscore:0.37","YMR179W","YPL153C"
"1136","uniprotkb:P32803","uniprotkb:P06104","intact-miscore:0.37","YGL200C","YGL058W"
"1137","uniprotkb:P36058","uniprotkb:P06104","intact-miscore:0.37","YKL153W","YGL058W"
"1138","uniprotkb:P38147","uniprotkb:P14737","intact-miscore:0.37","YBR274W","YDR217C"
"1139","uniprotkb:P38766","uniprotkb:P14737","intact-miscore:0.37","YHR031C","YDR217C"
"1140","uniprotkb:P38165","uniprotkb:P01120","intact-miscore:0.37","YBL103C","YNL098C"
"1141","uniprotkb:P32572","uniprotkb:P01120","intact-miscore:0.37","YNL204C","YNL098C"
"1142","uniprotkb:P39008","uniprotkb:P38232","intact-miscore:0.37","YNR052C","YBR050C"
"1143","uniprotkb:P48562","uniprotkb:P39083","intact-miscore:0.37","YNL298W","YOR127W"
"1144","uniprotkb:Q06648","uniprotkb:P39083","intact-miscore:0.37","YDR309C","YOR127W"
"1145","uniprotkb:P06780","uniprotkb:P39083","intact-miscore:0.37","YPR165W","YOR127W"
"1146","uniprotkb:P14772","uniprotkb:Q12300","intact-miscore:0.37","YLL015W","YDL138W"
"1147","uniprotkb:P46972","uniprotkb:Q12300","intact-miscore:0.37","YMR035W","YDL138W"
"1148","uniprotkb:P35844","uniprotkb:Q12300","intact-miscore:0.37","YPL145C","YDL138W"
"1149","uniprotkb:P46982","uniprotkb:Q12300","intact-miscore:0.37","YJL186W","YDL138W"
"1150","uniprotkb:P33759","uniprotkb:Q12300","intact-miscore:0.37","YBR251W","YDL138W"
"1151","uniprotkb:P39990","uniprotkb:Q12300","intact-miscore:0.37","YEL026W","YDL138W"
"1152","uniprotkb:Q06160","uniprotkb:Q12300","intact-miscore:0.37","YLR313C","YDL138W"
"1153","uniprotkb:P25659","uniprotkb:Q12300","intact-miscore:0.37","YCR076C","YDL138W"
"1154","uniprotkb:Q12432","uniprotkb:Q12300","intact-miscore:0.37","YPR023C","YDL138W"
"1155","uniprotkb:O13583","uniprotkb:Q12300","intact-miscore:0.37","YPR077C","YDL138W"
"1156","uniprotkb:Q06815","uniprotkb:Q12300","intact-miscore:0.37","YPR079W","YDL138W"
"1157","uniprotkb:P40583","uniprotkb:Q12300","intact-miscore:0.37","YIR039C","YDL138W"
"1158","uniprotkb:Q07843","uniprotkb:P53879","intact-miscore:0.37","YLL033W","YNL180C"
"1159","uniprotkb:P0C0X0","uniprotkb:P0C0X0","intact-miscore:0.37","YLR264W","YLR264W"
"1160","uniprotkb:P31379","uniprotkb:P0C0X0","intact-miscore:0.37","YAL018C","YLR264W"
"1161","uniprotkb:P34239","uniprotkb:P0C0X0","intact-miscore:0.37","YKL176C","YLR264W"
"1162","uniprotkb:P36000","uniprotkb:P38204","intact-miscore:0.37","YKL135C","YBL025W"
"1163","uniprotkb:P39011","uniprotkb:P13856","intact-miscore:0.37","YPL161C","YGR152C"
"1164","uniprotkb:P05375","uniprotkb:P47050","intact-miscore:0.37","YJR073C","YJL047C"
"1165","uniprotkb:P40325","uniprotkb:P39743","intact-miscore:0.37","YGR268C","YDR388W"
"1166","uniprotkb:P48232","uniprotkb:P39743","intact-miscore:0.37","YNL086W","YDR388W"
"1167","uniprotkb:P39945","uniprotkb:P32602","intact-miscore:0.37","YER101C","YBL050W"
"1168","uniprotkb:Q12287","uniprotkb:P32602","intact-miscore:0.37","YLL009C","YBL050W"
"1169","uniprotkb:P38348","uniprotkb:P32602","intact-miscore:0.37","YBR272C","YBL050W"
