"","Uniprot_InteractorA","Uniprot_InteractorB","Confidence.value.s.","InteractorA","InteractorB"
"24994","uniprotkb:P53152","uniprotkb:P52490","intact-miscore:0.89","YGL087C","YDR092W"
"24995","uniprotkb:P41910","uniprotkb:P06244","intact-miscore:0.44","YDR005C","YJL164C"
"24996","uniprotkb:P32628","uniprotkb:P18480","intact-miscore:0.40","YEL037C","YBR289W"
"24997","uniprotkb:P32628","uniprotkb:P18888","intact-miscore:0.40","YEL037C","YHL025W"
"24998","uniprotkb:P14736","uniprotkb:P18888","intact-miscore:0.52","YER162C","YHL025W"
"24999","uniprotkb:Q99257","uniprotkb:P17629","intact-miscore:0.59","YPL169C","YDR138W"
"25000","uniprotkb:O13539","uniprotkb:Q99257","intact-miscore:0.40","YHR167W","YPL169C"
"25001","uniprotkb:P41813","uniprotkb:P32562","intact-miscore:0.56","YNL068C","YMR001C"
"25002","uniprotkb:P47113","uniprotkb:P32562","intact-miscore:0.44","YJR053W","YMR001C"
"25003","uniprotkb:Q08887","uniprotkb:P32562","intact-miscore:0.44","YOR372C","YMR001C"
"25004","uniprotkb:P00044","uniprotkb:P00431","intact-miscore:0.80","YJR048W","YKR066C"
"25005","uniprotkb:P47027","uniprotkb:P34252","intact-miscore:0.84","YJL090C","YKL108W"
"25006","uniprotkb:P12904","uniprotkb:P12904","intact-miscore:0.65","YGL115W","YGL115W"
"25007","uniprotkb:P41695","uniprotkb:P26449","intact-miscore:0.95","YGR188C","YOR026W"
"25008","uniprotkb:P26449","uniprotkb:P47074","intact-miscore:0.93","YOR026W","YJL013C"
"25009","uniprotkb:P21524","uniprotkb:P21524","intact-miscore:0.87","YER070W","YER070W"
"25010","uniprotkb:Q04964","uniprotkb:P21524","intact-miscore:0.71","YML058W","YER070W"
"25011","uniprotkb:Q07921","uniprotkb:P38960","intact-miscore:0.88","YLR010C","YDR082W"
"25012","uniprotkb:P22216","uniprotkb:P34730","intact-miscore:0.50","YPL153C","YDR099W"
"25013","uniprotkb:D6VTK4","uniprotkb:P06783","intact-miscore:0.56","YFL026W","YKL178C"
"25014","uniprotkb:Q01939","uniprotkb:P25655","intact-miscore:0.40","YGL048C","YCR093W"
"25015","uniprotkb:Q01939","uniprotkb:P34909","intact-miscore:0.52","YGL048C","YER068W"
"25016","uniprotkb:P31384","uniprotkb:Q01939","intact-miscore:0.64","YAL021C","YGL048C"
"25017","uniprotkb:P40357","uniprotkb:Q12038","intact-miscore:0.78","YGR009C","YPR032W"
"25018","uniprotkb:P60010","uniprotkb:Q03048","intact-miscore:0.69","YFL039C","YLL050C"
"25019","uniprotkb:P07560","uniprotkb:P17065","intact-miscore:0.68","YFL005W","YNL272C"
"25020","uniprotkb:P32345","uniprotkb:P40164","intact-miscore:0.87","YDR075W","YNL201C"
"25021","uniprotkb:P22216","uniprotkb:P40164","intact-miscore:0.67","YPL153C","YNL201C"
"25022","uniprotkb:P38193","uniprotkb:P40164","intact-miscore:0.85","YBL046W","YNL201C"
"25023","uniprotkb:Q12334","uniprotkb:Q12334","intact-miscore:0.55","YDL139C","YDL139C"
"25024","uniprotkb:P38796","uniprotkb:P23594","intact-miscore:0.62","YHR075C","YDL134C"
"25025","uniprotkb:Q12461","uniprotkb:P23594","intact-miscore:0.50","YPL152W","YDL134C"
"25026","uniprotkb:P23594","uniprotkb:Q04372","intact-miscore:0.88","YDL134C","YMR028W"
"25027","uniprotkb:P41896","uniprotkb:P08518","intact-miscore:0.82","YGR005C","YOR151C"
"25028","uniprotkb:P29055","uniprotkb:P04050","intact-miscore:0.40","YPR086W","YDL140C"
"25029","uniprotkb:P36100","uniprotkb:P04050","intact-miscore:0.40","YKL028W","YDL140C"
"25030","uniprotkb:P36145","uniprotkb:P04050","intact-miscore:0.40","YKR062W","YDL140C"
"25031","uniprotkb:P08518","uniprotkb:P04050","intact-miscore:0.79","YOR151C","YDL140C"
"25032","uniprotkb:P08518","uniprotkb:P29055","intact-miscore:0.40","YOR151C","YPR086W"
"25033","uniprotkb:P25342","uniprotkb:P32458","intact-miscore:0.86","YCR002C","YJR076C"
"25034","uniprotkb:P25342","uniprotkb:P32468","intact-miscore:0.86","YCR002C","YHR107C"
"25035","uniprotkb:P25342","uniprotkb:P32457","intact-miscore:0.91","YCR002C","YLR314C"
"25036","uniprotkb:P32471","uniprotkb:P02994","intact-miscore:0.73","YAL003W","YBR118W"
"25037","uniprotkb:P33202","uniprotkb:P54860","intact-miscore:0.44","YKL010C","YDL190C"
"25038","uniprotkb:P09435","uniprotkb:P53940","intact-miscore:0.40","YBL075C","YNL077W"
"25039","uniprotkb:P00330","uniprotkb:P39073","intact-miscore:0.40","YOL086C","YPL042C"
"25040","uniprotkb:P21242","uniprotkb:P30656","intact-miscore:0.77","YOR362C","YPR103W"
"25041","uniprotkb:P22202","uniprotkb:P25294","intact-miscore:0.40","YER103W","YNL007C"
"25042","uniprotkb:P30656","uniprotkb:P23639","intact-miscore:0.70","YPR103W","YML092C"
"25043","uniprotkb:P38203","uniprotkb:Q06217","intact-miscore:0.77","YBL026W","YLR275W"
"25044","uniprotkb:P06786","uniprotkb:P53894","intact-miscore:0.40","YNL088W","YNL161W"
"25045","uniprotkb:P47068","uniprotkb:P38822","intact-miscore:0.57","YJL020C","YHR114W"
"25046","uniprotkb:Q12342","uniprotkb:P38822","intact-miscore:0.71","YDL146W","YHR114W"
"25047","uniprotkb:P06738","uniprotkb:P38692","intact-miscore:0.40","YPR160W","YHR102W"
"25048","uniprotkb:Q12447","uniprotkb:P39966","intact-miscore:0.85","YDR071C","YER089C"
"25049","uniprotkb:Q12265","uniprotkb:P32895","intact-miscore:0.57","YOL061W","YKL181W"
"25050","uniprotkb:P04050","uniprotkb:P22139","intact-miscore:0.59","YDL140C","YOR210W"
"25051","uniprotkb:Q03497","uniprotkb:P27636","intact-miscore:0.40","YHL007C","YAR019C"
"25052","uniprotkb:P32590","uniprotkb:P25294","intact-miscore:0.40","YBR169C","YNL007C"
"25053","uniprotkb:Q00776","uniprotkb:P36000","intact-miscore:0.93","YPL259C","YKL135C"
"25054","uniprotkb:P23724","uniprotkb:P30656","intact-miscore:0.77","YBL041W","YPR103W"
"25055","uniprotkb:P38689","uniprotkb:P32895","intact-miscore:0.68","YHL011C","YKL181W"
"25056","uniprotkb:P22139","uniprotkb:P08518","intact-miscore:0.59","YOR210W","YOR151C"
"25057","uniprotkb:P32589","uniprotkb:P25294","intact-miscore:0.67","YPL106C","YNL007C"
"25058","uniprotkb:P09435","uniprotkb:P25294","intact-miscore:0.40","YBL075C","YNL007C"
"25059","uniprotkb:P25379","uniprotkb:P38622","intact-miscore:0.56","YCL064C","YGL158W"
"25060","uniprotkb:P30657","uniprotkb:P30656","intact-miscore:0.69","YFR050C","YPR103W"
"25061","uniprotkb:P22138","uniprotkb:P22139","intact-miscore:0.59","YPR010C","YOR210W"
"25062","uniprotkb:Q12446","uniprotkb:P38822","intact-miscore:0.93","YOR181W","YHR114W"
"25063","uniprotkb:P07703","uniprotkb:P08518","intact-miscore:0.40","YPR110C","YOR151C"
"25064","uniprotkb:P23638","uniprotkb:P30656","intact-miscore:0.77","YGR135W","YPR103W"
"25065","uniprotkb:P10592","uniprotkb:P25294","intact-miscore:0.67","YLL024C","YNL007C"
"25066","uniprotkb:P38689","uniprotkb:P38063","intact-miscore:0.40","YHL011C","YBL068W"
"25067","uniprotkb:P53940","uniprotkb:P10592","intact-miscore:0.40","YNL077W","YLL024C"
"25068","uniprotkb:P25377","uniprotkb:Q12265","intact-miscore:0.40","YCR105W","YOL061W"
"25069","uniprotkb:P40303","uniprotkb:P30656","intact-miscore:0.77","YOL038W","YPR103W"
"25070","uniprotkb:P01123","uniprotkb:P05986","intact-miscore:0.40","YFL038C","YKL166C"
"25071","uniprotkb:P22202","uniprotkb:P53940","intact-miscore:0.40","YER103W","YNL077W"
"25072","uniprotkb:P00330","uniprotkb:P38692","intact-miscore:0.40","YOL086C","YHR102W"
"25073","uniprotkb:Q00684","uniprotkb:P53894","intact-miscore:0.64","YFR028C","YNL161W"
"25074","uniprotkb:P10591","uniprotkb:P25294","intact-miscore:0.72","YAL005C","YNL007C"
"25075","uniprotkb:P25043","uniprotkb:P30656","intact-miscore:0.70","YOR157C","YPR103W"
"25076","uniprotkb:Q12163","uniprotkb:Q03497","intact-miscore:0.76","YDR162C","YHL007C"
"25077","uniprotkb:P40302","uniprotkb:P30656","intact-miscore:0.77","YMR314W","YPR103W"
"25078","uniprotkb:P38063","uniprotkb:P32895","intact-miscore:0.57","YBL068W","YKL181W"
"25079","uniprotkb:P04911","uniprotkb:P53201","intact-miscore:0.40","YDR225W","YGR002C"
"25080","uniprotkb:Q03497","uniprotkb:P38822","intact-miscore:0.40","YHL007C","YHR114W"
"25081","uniprotkb:P10591","uniprotkb:P53940","intact-miscore:0.40","YAL005C","YNL077W"
"25082","uniprotkb:P69771","uniprotkb:P52917","intact-miscore:0.68","YKR035W-A","YPR173C"
"25083","uniprotkb:P36108","uniprotkb:P52917","intact-miscore:0.65","YKL002W","YPR173C"
"25084","uniprotkb:P32357","uniprotkb:P36048","intact-miscore:0.67","YBL074C","YKL173W"
"25085","uniprotkb:P22139","uniprotkb:P47076","intact-miscore:0.44","YOR210W","YJL011C"
"25086","uniprotkb:P34087","uniprotkb:P20433","intact-miscore:0.93","YDR404C","YJL140W"
"25087","uniprotkb:P40422","uniprotkb:P22139","intact-miscore:0.40","YHR143W-A","YOR210W"
"25088","uniprotkb:P40422","uniprotkb:P20433","intact-miscore:0.40","YHR143W-A","YJL140W"
"25089","uniprotkb:P40422","uniprotkb:P34087","intact-miscore:0.40","YHR143W-A","YDR404C"
"25090","uniprotkb:P35718","uniprotkb:P47076","intact-miscore:0.61","YKL144C","YJL011C"
"25091","uniprotkb:P47076","uniprotkb:P32910","intact-miscore:0.59","YJL011C","YNR003C"
"25092","uniprotkb:P32349","uniprotkb:P32910","intact-miscore:0.78","YPR190C","YNR003C"
"25093","uniprotkb:P07703","uniprotkb:P47076","intact-miscore:0.61","YPR110C","YJL011C"
"25094","uniprotkb:P20436","uniprotkb:P22139","intact-miscore:0.59","YOR224C","YOR210W"
"25095","uniprotkb:P20436","uniprotkb:P07703","intact-miscore:0.66","YOR224C","YPR110C"
"25096","uniprotkb:P20436","uniprotkb:P28000","intact-miscore:0.40","YOR224C","YNL113W"
"25097","uniprotkb:P20436","uniprotkb:P32349","intact-miscore:0.56","YOR224C","YPR190C"
"25098","uniprotkb:P20436","uniprotkb:P32910","intact-miscore:0.66","YOR224C","YNR003C"
"25099","uniprotkb:P20436","uniprotkb:P35718","intact-miscore:0.56","YOR224C","YKL144C"
"25100","uniprotkb:P20436","uniprotkb:P47076","intact-miscore:0.54","YOR224C","YJL011C"
"25101","uniprotkb:P20436","uniprotkb:P40422","intact-miscore:0.40","YOR224C","YHR143W-A"
"25102","uniprotkb:P20436","uniprotkb:P38902","intact-miscore:0.54","YOR224C","YOL005C"
"25103","uniprotkb:P20436","uniprotkb:P27999","intact-miscore:0.67","YOR224C","YGL070C"
"25104","uniprotkb:P40515","uniprotkb:P47025","intact-miscore:0.73","YIL065C","YJL112W"
"25105","uniprotkb:P36130","uniprotkb:P40515","intact-miscore:0.64","YKR036C","YIL065C"
"25106","uniprotkb:Q12009","uniprotkb:Q03774","intact-miscore:0.86","YDL201W","YDR165W"
"25107","uniprotkb:P29509","uniprotkb:P53879","intact-miscore:0.69","YDR353W","YNL180C"
"25108","uniprotkb:P40303","uniprotkb:P40303","intact-miscore:0.61","YOL038W","YOL038W"
"25109","uniprotkb:P40302","uniprotkb:Q12245","intact-miscore:0.50","YMR314W","YPL144W"
"25110","uniprotkb:P23639","uniprotkb:Q12245","intact-miscore:0.40","YML092C","YPL144W"
"25111","uniprotkb:P21242","uniprotkb:Q12245","intact-miscore:0.40","YOR362C","YPL144W"
"25112","uniprotkb:P23638","uniprotkb:Q12245","intact-miscore:0.40","YGR135W","YPL144W"
"25113","uniprotkb:P25043","uniprotkb:Q12245","intact-miscore:0.40","YOR157C","YPL144W"
"25114","uniprotkb:P40303","uniprotkb:Q12245","intact-miscore:0.40","YOL038W","YPL144W"
"25115","uniprotkb:P32379","uniprotkb:Q12245","intact-miscore:0.50","YGR253C","YPL144W"
"25116","uniprotkb:Q07951","uniprotkb:P32379","intact-miscore:0.54","YLR021W","YGR253C"
"25117","uniprotkb:P21243","uniprotkb:Q12245","intact-miscore:0.40","YGL011C","YPL144W"
"25118","uniprotkb:Q07951","uniprotkb:Q12245","intact-miscore:0.87","YLR021W","YPL144W"
"25119","uniprotkb:P39110","uniprotkb:P46670","intact-miscore:0.44","YMR138W","YPL241C"
"25120","uniprotkb:P19659","uniprotkb:P12383","intact-miscore:0.60","YOL051W","YGL013C"
"25121","uniprotkb:P10591","uniprotkb:P25367","intact-miscore:0.44","YAL005C","YCL028W"
"25122","uniprotkb:P25367","uniprotkb:P25294","intact-miscore:0.54","YCL028W","YNL007C"
"25123","uniprotkb:P38764","uniprotkb:P32565","intact-miscore:0.83","YHR027C","YIL075C"
"25124","uniprotkb:Q99383","uniprotkb:P38217","intact-miscore:0.74","YOL123W","YBR017C"
"25125","uniprotkb:Q00916","uniprotkb:P38217","intact-miscore:0.44","YIL061C","YBR017C"
"25126","uniprotkb:P04821","uniprotkb:P38217","intact-miscore:0.44","YLR310C","YBR017C"
"25127","uniprotkb:Q03497","uniprotkb:P38217","intact-miscore:0.44","YHL007C","YBR017C"
"25128","uniprotkb:P53919","uniprotkb:P38217","intact-miscore:0.44","YNL124W","YBR017C"
"25129","uniprotkb:P10080","uniprotkb:P38217","intact-miscore:0.44","YHL034C","YBR017C"
"25130","uniprotkb:P41896","uniprotkb:P38217","intact-miscore:0.59","YGR005C","YBR017C"
"25131","uniprotkb:P09232","uniprotkb:P38217","intact-miscore:0.44","YEL060C","YBR017C"
"25132","uniprotkb:Q03063","uniprotkb:P38217","intact-miscore:0.44","YPL049C","YBR017C"
"25133","uniprotkb:P32505","uniprotkb:P38217","intact-miscore:0.85","YGL122C","YBR017C"
"25134","uniprotkb:P32611","uniprotkb:P38217","intact-miscore:0.44","YEL050C","YBR017C"
"25135","uniprotkb:P38333","uniprotkb:P38217","intact-miscore:0.59","YBR247C","YBR017C"
"25136","uniprotkb:Q12386","uniprotkb:P38217","intact-miscore:0.44","YOR141C","YBR017C"
"25137","uniprotkb:P32867","uniprotkb:P33328","intact-miscore:0.59","YPL232W","YOR327C"
"25138","uniprotkb:P38249","uniprotkb:P38431","intact-miscore:0.69","YBR079C","YPR041W"
"25139","uniprotkb:P38249","uniprotkb:P32497","intact-miscore:0.96","YBR079C","YMR309C"
"25140","uniprotkb:P38249","uniprotkb:Q04067","intact-miscore:0.88","YBR079C","YDR429C"
"25141","uniprotkb:P06103","uniprotkb:P38249","intact-miscore:0.96","YOR361C","YBR079C"
"25142","uniprotkb:P40217","uniprotkb:Q04067","intact-miscore:0.95","YMR146C","YDR429C"
"25143","uniprotkb:P06103","uniprotkb:Q04067","intact-miscore:0.97","YOR361C","YDR429C"
"25144","uniprotkb:P06103","uniprotkb:P32497","intact-miscore:0.93","YOR361C","YMR309C"
"25145","uniprotkb:P40217","uniprotkb:P06103","intact-miscore:0.96","YMR146C","YOR361C"
"25146","uniprotkb:P39935","uniprotkb:P10081","intact-miscore:0.93","YGR162W","YJL138C"
"25147","uniprotkb:P50874","uniprotkb:P54791","intact-miscore:0.79","YNL261W","YPR162C"
"25148","uniprotkb:P54790","uniprotkb:P32833","intact-miscore:0.76","YLL004W","YBR060C"
"25149","uniprotkb:P38996","uniprotkb:P53617","intact-miscore:0.87","YPL190C","YNL251C"
"25150","uniprotkb:P04050","uniprotkb:P53617","intact-miscore:0.56","YDL140C","YNL251C"
"25151","uniprotkb:P53974","uniprotkb:P15891","intact-miscore:0.95","YNL020C","YCR088W"
"25152","uniprotkb:P30822","uniprotkb:P21192","intact-miscore:0.59","YGR218W","YLR131C"
"25153","uniprotkb:P36095","uniprotkb:P36095","intact-miscore:0.64","YKL041W","YKL041W"
"25154","uniprotkb:P39929","uniprotkb:P39929","intact-miscore:0.83","YLR025W","YLR025W"
"25155","uniprotkb:P36054","uniprotkb:P07834","intact-miscore:0.57","YKL159C","YFL009W"
"25156","uniprotkb:P45819","uniprotkb:P07834","intact-miscore:0.37","YGL170C","YFL009W"
"25157","uniprotkb:P20438","uniprotkb:P24814","intact-miscore:0.37","YPL256C","YJR090C"
"25158","uniprotkb:P08153","uniprotkb:P07834","intact-miscore:0.37","YDR146C","YFL009W"
"25159","uniprotkb:P03069","uniprotkb:P07834","intact-miscore:0.37","YEL009C","YFL009W"
"25160","uniprotkb:P35169","uniprotkb:P20081","intact-miscore:0.68","YJR066W","YNL135C"
"25161","uniprotkb:P32600","uniprotkb:P20081","intact-miscore:0.62","YKL203C","YNL135C"
"25162","uniprotkb:P32639","uniprotkb:P38852","intact-miscore:0.69","YER172C","YHR156C"
"25163","uniprotkb:P32639","uniprotkb:Q00723","intact-miscore:0.65","YER172C","YGR075C"
"25164","uniprotkb:P32639","uniprotkb:Q12368","intact-miscore:0.69","YER172C","YDL098C"
"25165","uniprotkb:P32639","uniprotkb:P38282","intact-miscore:0.69","YER172C","YBR152W"
"25166","uniprotkb:P27692","uniprotkb:P32914","intact-miscore:0.92","YML010W","YGR063C"
"25167","uniprotkb:P07834","uniprotkb:P38634","intact-miscore:0.74","YFL009W","YLR079W"
"25168","uniprotkb:P19812","uniprotkb:P23291","intact-miscore:0.52","YGR184C","YHR135C"
"25169","uniprotkb:P21965","uniprotkb:P19812","intact-miscore:0.54","YNL307C","YGR184C"
"25170","uniprotkb:Q06142","uniprotkb:P14907","intact-miscore:0.72","YLR347C","YJL041W"
"25171","uniprotkb:Q02629","uniprotkb:Q06142","intact-miscore:0.82","YKL068W","YLR347C"
"25172","uniprotkb:Q02821","uniprotkb:Q06142","intact-miscore:0.94","YNL189W","YLR347C"
"25173","uniprotkb:P53923","uniprotkb:P40554","intact-miscore:0.48","YNL119W","YIL008W"
"25174","uniprotkb:P53088","uniprotkb:P40554","intact-miscore:0.55","YGL211W","YIL008W"
"25175","uniprotkb:P38820","uniprotkb:P40554","intact-miscore:0.77","YHR111W","YIL008W"
"25176","uniprotkb:P38820","uniprotkb:P38820","intact-miscore:0.67","YHR111W","YHR111W"
"25177","uniprotkb:P53088","uniprotkb:P53923","intact-miscore:0.48","YGL211W","YNL119W"
"25178","uniprotkb:P53847","uniprotkb:P28791","intact-miscore:0.69","YNL258C","YDR498C"
"25179","uniprotkb:P28791","uniprotkb:P33891","intact-miscore:0.80","YDR498C","YGL145W"
"25180","uniprotkb:P53847","uniprotkb:P53146","intact-miscore:0.69","YNL258C","YGL098W"
"25181","uniprotkb:P53847","uniprotkb:Q12745","intact-miscore:0.82","YNL258C","YLR440C"
"25182","uniprotkb:P53847","uniprotkb:P33891","intact-miscore:0.86","YNL258C","YGL145W"
"25183","uniprotkb:P19812","uniprotkb:P26188","intact-miscore:0.56","YGR184C","YDL200C"
"25184","uniprotkb:P06104","uniprotkb:P19812","intact-miscore:0.69","YGL058W","YGR184C"
"25185","uniprotkb:P41817","uniprotkb:P19812","intact-miscore:0.40","YPL177C","YGR184C"
"25186","uniprotkb:P33202","uniprotkb:P26188","intact-miscore:0.52","YKL010C","YDL200C"
"25187","uniprotkb:P25293","uniprotkb:Q07794","intact-miscore:0.54","YKR048C","YLL002W"
"25188","uniprotkb:Q02939","uniprotkb:Q02939","intact-miscore:0.44","YPL122C","YPL122C"
"25189","uniprotkb:Q3E7C1","uniprotkb:Q3E7C1","intact-miscore:0.44","YDR079C-A","YDR079C-A"
"25190","uniprotkb:Q3E7C1","uniprotkb:Q02939","intact-miscore:0.80","YDR079C-A","YPL122C"
"25191","uniprotkb:P36046","uniprotkb:P87108","intact-miscore:0.44","YKL195W","YHR005C-A"
"25192","uniprotkb:P23255","uniprotkb:P46677","intact-miscore:0.76","YCR042C","YGR274C"
"25193","uniprotkb:P38927","uniprotkb:P14284","intact-miscore:0.66","YIL139C","YPL167C"
"25194","uniprotkb:P12689","uniprotkb:P47110","intact-miscore:0.66","YOR346W","YJR043C"
"25195","uniprotkb:Q08032","uniprotkb:P25588","intact-miscore:0.69","YLR103C","YCL061C"
"25196","uniprotkb:P53840","uniprotkb:P25588","intact-miscore:0.56","YNL273W","YCL061C"
"25197","uniprotkb:P12866","uniprotkb:P40318","intact-miscore:0.64","YKL209C","YIL030C"
"25198","uniprotkb:P40318","uniprotkb:P38360","intact-miscore:0.40","YIL030C","YBR295W"
"25199","uniprotkb:P32639","uniprotkb:P32639","intact-miscore:0.61","YER172C","YER172C"
"25200","uniprotkb:P22146","uniprotkb:P06700","intact-miscore:0.51","YMR307W","YDL042C"
"25201","uniprotkb:P25367","uniprotkb:P25491","intact-miscore:0.44","YCL028W","YNL064C"
"25202","uniprotkb:P60010","uniprotkb:P32599","intact-miscore:0.78","YFL039C","YDR129C"
"25203","uniprotkb:P53150","uniprotkb:Q06148","intact-miscore:0.65","YGL090W","YLR265C"
"25204","uniprotkb:P12954","uniprotkb:Q06148","intact-miscore:0.53","YJL092W","YLR265C"
"25205","uniprotkb:Q00711","uniprotkb:Q08230","intact-miscore:0.40","YKL148C","YOL071W"
"25206","uniprotkb:P38555","uniprotkb:Q08484","intact-miscore:0.37","YER031C","YOR070C"
"25207","uniprotkb:P51996","uniprotkb:Q08484","intact-miscore:0.59","YGL210W","YOR070C"
"25208","uniprotkb:Q08144","uniprotkb:P38932","intact-miscore:0.74","YOL018C","YGL095C"
"25209","uniprotkb:P36161","uniprotkb:P35729","intact-miscore:0.75","YKR082W","YKL057C"
"25210","uniprotkb:P25367","uniprotkb:P25367","intact-miscore:0.77","YCL028W","YCL028W"
"25211","uniprotkb:P25694","uniprotkb:P36037","intact-miscore:0.84","YDL126C","YKL213C"
"25212","uniprotkb:Q12306","uniprotkb:P02293","intact-miscore:0.40","YDR510W","YDR224C"
"25213","uniprotkb:P20434","uniprotkb:P13393","intact-miscore:0.40","YBR154C","YER148W"
"25214","uniprotkb:Q02959","uniprotkb:Q12416","intact-miscore:0.40","YPL116W","YOR083W"
"25215","uniprotkb:Q12477","uniprotkb:Q12416","intact-miscore:0.40","YDL179W","YOR083W"
"25216","uniprotkb:P32561","uniprotkb:Q12416","intact-miscore:0.40","YNL330C","YOR083W"
"25217","uniprotkb:Q12214","uniprotkb:Q12416","intact-miscore:0.40","YPR068C","YOR083W"
"25218","uniprotkb:P09959","uniprotkb:P13365","intact-miscore:0.40","YLR182W","YAL040C"
"25219","uniprotkb:P53739","uniprotkb:P53739","intact-miscore:0.44","YNR047W","YNR047W"
"25220","uniprotkb:P32660","uniprotkb:P53739","intact-miscore:0.44","YER166W","YNR047W"
"25221","uniprotkb:P53739","uniprotkb:P12688","intact-miscore:0.44","YNR047W","YKL126W"
"25222","uniprotkb:P40026","uniprotkb:P40562","intact-miscore:0.40","YER038C","YIR002C"
"25223","uniprotkb:Q08204","uniprotkb:P40562","intact-miscore:0.59","YOL034W","YIR002C"
"25224","uniprotkb:Q12749","uniprotkb:P40562","intact-miscore:0.40","YLR383W","YIR002C"
"25225","uniprotkb:P06780","uniprotkb:P33332","intact-miscore:0.56","YPR165W","YER008C"
"25226","uniprotkb:Q03834","uniprotkb:P14242","intact-miscore:0.40","YDR097C","YNL082W"
"25227","uniprotkb:P14242","uniprotkb:P25847","intact-miscore:0.40","YNL082W","YOL090W"
"25228","uniprotkb:P32562","uniprotkb:P14737","intact-miscore:0.50","YMR001C","YDR217C"
"25229","uniprotkb:P22216","uniprotkb:P32562","intact-miscore:0.54","YPL153C","YMR001C"
"25230","uniprotkb:P18238","uniprotkb:P18238","intact-miscore:0.46","YBR085W","YBR085W"
"25231","uniprotkb:P13393","uniprotkb:P32569","intact-miscore:0.40","YER148W","YER022W"
"25232","uniprotkb:P34087","uniprotkb:P32569","intact-miscore:0.40","YDR404C","YER022W"
"25233","uniprotkb:Q12306","uniprotkb:P52488","intact-miscore:0.56","YDR510W","YDR390C"
"25234","uniprotkb:P25045","uniprotkb:P53224","intact-miscore:0.56","YMR296C","YGR038W"
"25235","uniprotkb:Q06144","uniprotkb:P25045","intact-miscore:0.68","YLR350W","YMR296C"
