protein_id_ensemble,gene_id_ensemble,gene_symbol,QTL_type,percent_variance,p_val,significant_eQTL,Significant_eQTL_rep,Significant_pQTL
ENSMUSP00000132190,ENSMUSG00000020359,Phykpl,LOCAL,32.89,0,1,1,1
ENSMUSP00000020649,ENSMUSG00000020380,Rad50,LOCAL,16.41,0.081,1,0,0
ENSMUSP00000104615,ENSMUSG00000018398,08-Sep,LOCAL,28.46,0,1,1,0
ENSMUSP00000104641,ENSMUSG00000018387,Shroom1,LOCAL,17.87,0.024,1,0,0
ENSMUSP00000099791,ENSMUSG00000020400,Tnip1,LOCAL,53.79,0,1,1,0
ENSMUSP00000000608,ENSMUSG00000000594,Gm2a,LOCAL,27.96,0,1,1,0
ENSMUSP00000118373,ENSMUSG00000020268,Lyrm7,LOCAL,84.91,0,1,1,1
ENSMUSP00000104485,ENSMUSG00000018585,Atox1,LOCAL,68.6,0,1,1,1
ENSMUSP00000071421,ENSMUSG00000037331,Larp1,LOCAL,18.96,0.007,1,0,0
ENSMUSP00000036603,ENSMUSG00000037275,Gemin5,LOCAL,26.28,0,1,0,1
ENSMUSP00000104464,ENSMUSG00000069874,Irgm2,LOCAL,17.96,0.022,1,0,0
ENSMUSP00000020831,ENSMUSG00000020523,Fam114a2,LOCAL,40.37,0,1,1,0
ENSMUSP00000072723,ENSMUSG00000062190,Lancl2,DISTANT,16.24,0.092,1,0,0
ENSMUSP00000047356,ENSMUSG00000078853,Igtp,LOCAL,17.86,0.024,1,0,0
ENSMUSP00000020822,ENSMUSG00000020515,Cnot8,LOCAL,55.84,0,1,1,0
ENSMUSP00000020820,ENSMUSG00000020514,Mrpl22,LOCAL,19.7,0.004,1,0,0
ENSMUSP00000104412,ENSMUSG00000036860,Mrpl55,LOCAL,22.64,0,1,0,0
ENSMUSP00000130214,ENSMUSG00000020444,Guk1,LOCAL,73.55,0,1,1,1
ENSMUSP00000010038,ENSMUSG00000009894,Snap47,LOCAL,74.22,0,1,1,1
ENSMUSP00000099758,ENSMUSG00000032633,Flcn,LOCAL,26.31,0,1,1,0
ENSMUSP00000018727,ENSMUSG00000018583,G3bp1,LOCAL,19.79,0.004,1,1,1
ENSMUSP00000019517,ENSMUSG00000019373,Cops3,LOCAL,22.89,0,1,0,0
ENSMUSP00000104361,ENSMUSG00000042709,Atpaf2,LOCAL,38.33,0,1,1,1
ENSMUSP00000018568,ENSMUSG00000020537,Drg2,LOCAL,16.26,0.091,1,1,0
ENSMUSP00000099744,ENSMUSG00000000538,Tom1l2,LOCAL,30.98,0,1,0,0
ENSMUSP00000049116,ENSMUSG00000042650,Alkbh5,LOCAL,65.69,0,1,1,0
ENSMUSP00000071081,ENSMUSG00000005417,Mprip,LOCAL,23.28,0,1,0,0
ENSMUSP00000119562,ENSMUSG00000005417,Mprip,LOCAL,23.28,0,1,0,0
ENSMUSP00000104358,ENSMUSG00000042569,Dhrs7b,LOCAL,59.7,0,1,1,1
ENSMUSP00000002889,ENSMUSG00000002812,Flii,LOCAL,25.37,0,1,1,0
ENSMUSP00000010267,ENSMUSG00000010122,Slc47a1,LOCAL,27.85,0,1,1,0
ENSMUSP00000055926,ENSMUSG00000049323,Smcr8,LOCAL,17.53,0.032,1,1,0
ENSMUSP00000004955,ENSMUSG00000020528,Prpsap2,LOCAL,36.4,0,1,1,0
ENSMUSP00000099710,ENSMUSG00000047804,Akap10,LOCAL,18.8,0.009,1,0,0
ENSMUSP00000098636,ENSMUSG00000042298,Ttc19,LOCAL,29.61,0,1,1,1
ENSMUSP00000099753,ENSMUSG00000000301,Pemt,LOCAL,23.08,0,1,0,0
ENSMUSP00000018744,ENSMUSG00000020534,Shmt1,LOCAL,17,0.049,1,1,0
ENSMUSP00000004920,ENSMUSG00000004798,Ulk2,LOCAL,49.97,0,1,1,0
ENSMUSP00000018653,ENSMUSG00000018509,Cenpv,LOCAL,26.81,0,1,1,1
ENSMUSP00000014321,ENSMUSG00000014177,Tvp23b,LOCAL,55.92,0,1,1,0
ENSMUSP00000120747,ENSMUSG00000056342,Usp34,DISTANT,17.59,0.031,1,0,0
ENSMUSP00000130515,ENSMUSG00000055670,Zzef1,LOCAL,16.17,0.095,1,0,0
ENSMUSP00000071788,ENSMUSG00000020549,Elac2,LOCAL,42.77,0,1,1,0
ENSMUSP00000104330,ENSMUSG00000069844,Sco1,LOCAL,22.09,0,1,1,0
ENSMUSP00000104235,ENSMUSG00000018565,Elp5,LOCAL,19.42,0.005,1,1,0
ENSMUSP00000104171,ENSMUSG00000040667,Nup88,LOCAL,16.32,0.086,1,0,0
ENSMUSP00000018437,ENSMUSG00000018293,Pfn1,LOCAL,17.8,0.025,1,0,0
ENSMUSP00000021282,ENSMUSG00000020899,Pfas,LOCAL,56.63,0,1,1,1
ENSMUSP00000059143,ENSMUSG00000045176,2310047M10Rik,LOCAL,49.01,0,1,1,0
ENSMUSP00000104301,ENSMUSG00000018474,Chd3,LOCAL,49.35,0,1,1,0
ENSMUSP00000021278,ENSMUSG00000020898,Ctc1,LOCAL,27.07,0,1,1,0
ENSMUSP00000127034,ENSMUSG00000059796,Eif4a1,LOCAL,34.13,0,1,1,0
ENSMUSP00000104296,ENSMUSG00000069835,Sat2,LOCAL,32.6,0,1,1,1
ENSMUSP00000000329,ENSMUSG00000000320,Alox12,LOCAL,35.3,0,1,1,0
ENSMUSP00000072649,ENSMUSG00000020827,Mink1,LOCAL,17.09,0.045,1,0,1
ENSMUSP00000099632,ENSMUSG00000040963,Asgr2,LOCAL,41.31,0,1,1,0
ENSMUSP00000018905,ENSMUSG00000018761,Mpdu1,LOCAL,32.07,0,1,1,0
ENSMUSP00000132164,ENSMUSG00000089876,Tmem102,LOCAL,27.57,0,1,1,1
ENSMUSP00000075619,ENSMUSG00000020817,Rabep1,LOCAL,20.19,0.002,1,1,1
ENSMUSP00000049732,ENSMUSG00000046811,Gltpd2,LOCAL,50.13,0,1,1,1
ENSMUSP00000078623,ENSMUSG00000057778,Cyb5d2,LOCAL,29.77,0,1,0,1
ENSMUSP00000021158,ENSMUSG00000020803,Txndc17,LOCAL,30.16,0,1,1,1
ENSMUSP00000019065,ENSMUSG00000018921,Pelp1,LOCAL,22.66,0,1,0,0
ENSMUSP00000090637,ENSMUSG00000020884,Asgr1,LOCAL,18.47,0.014,1,0,0
ENSMUSP00000014750,ENSMUSG00000014606,Slc25a11,LOCAL,19.36,0.005,1,1,0
ENSMUSP00000104233,ENSMUSG00000018567,Gabarap,LOCAL,20.42,0.002,1,0,0
ENSMUSP00000070993,ENSMUSG00000020849,Ywhae,LOCAL,16.66,0.066,1,0,0
ENSMUSP00000104087,ENSMUSG00000001323,Srr,LOCAL,31.32,0,1,1,1
ENSMUSP00000104191,ENSMUSG00000050675,Gp1ba,LOCAL,17.11,0.045,1,1,0
ENSMUSP00000047410,ENSMUSG00000040158,Tax1bp3,LOCAL,17.54,0.032,1,1,0
ENSMUSP00000021119,ENSMUSG00000020774,Aspa,LOCAL,47.66,0,1,1,1
ENSMUSP00000090585,ENSMUSG00000000751,Rpa1,LOCAL,24.36,0,1,1,1
ENSMUSP00000021091,ENSMUSG00000020745,Pafah1b1,LOCAL,17.4,0.036,1,1,0
ENSMUSP00000072620,ENSMUSG00000060600,Eno3,LOCAL,17.31,0.04,1,1,0
ENSMUSP00000071493,ENSMUSG00000038268,Ovca2,LOCAL,48.01,0,1,1,1
ENSMUSP00000037238,ENSMUSG00000038195,Rilp,LOCAL,63.43,0,1,1,1
ENSMUSP00000042162,ENSMUSG00000078789,Dph1,LOCAL,35.91,0,1,1,0
ENSMUSP00000021203,ENSMUSG00000020843,Timm22,LOCAL,36.06,0,1,1,0
ENSMUSP00000042958,ENSMUSG00000038217,Tlcd2,LOCAL,31.42,0,1,1,1
ENSMUSP00000014339,ENSMUSG00000014195,Dnajc7,DISTANT,18.21,0.018,1,1,1
ENSMUSP00000000769,ENSMUSG00000000753,Serpinf1,LOCAL,16.29,0.088,1,0,0
ENSMUSP00000091551,ENSMUSG00000017631,Abr,LOCAL,17.77,0.025,1,0,0
ENSMUSP00000018449,ENSMUSG00000020850,Prpf8,LOCAL,44.76,0,1,1,1
ENSMUSP00000006286,ENSMUSG00000006127,Inpp5k,LOCAL,26.11,0,1,1,1
ENSMUSP00000042882,ENSMUSG00000038046,Rnmtl1,LOCAL,52.88,0,1,1,0
ENSMUSP00000043555,ENSMUSG00000038290,Smg6,LOCAL,30.55,0,1,1,0
ENSMUSP00000072136,ENSMUSG00000061981,Flot2,LOCAL,23.7,0,1,1,0
ENSMUSP00000118751,ENSMUSG00000020790,Ankfy1,LOCAL,18.56,0.013,1,1,1
ENSMUSP00000099552,ENSMUSG00000037958,Ccdc55,LOCAL,16.61,0.068,1,1,0
ENSMUSP00000021183,ENSMUSG00000020832,Eral1,LOCAL,30.27,0,1,0,0
ENSMUSP00000021201,ENSMUSG00000020841,Cpd,LOCAL,32.94,0,1,1,1
ENSMUSP00000055470,ENSMUSG00000017291,Taok1,LOCAL,21.17,0.001,1,0,0
ENSMUSP00000017597,ENSMUSG00000017453,Pipox,LOCAL,39.95,0,1,1,1
ENSMUSP00000044871,ENSMUSG00000041958,Pigs,LOCAL,37.78,0,1,1,0
ENSMUSP00000017534,ENSMUSG00000017390,Aldoc,LOCAL,32.8,0,1,1,1
ENSMUSP00000002133,ENSMUSG00000002064,Sdf2,LOCAL,27.47,0,1,0,0
ENSMUSP00000081142,ENSMUSG00000041459,Tardbp,DISTANT,16.17,0.095,1,0,0
ENSMUSP00000099532,ENSMUSG00000037278,Tmem97,LOCAL,25.45,0,1,1,1
ENSMUSP00000127853,ENSMUSG00000072640,Lyrm9,LOCAL,47.15,0,1,1,0
ENSMUSP00000103876,ENSMUSG00000035575,Utp6,LOCAL,27.33,0,1,1,0
ENSMUSP00000017839,ENSMUSG00000020707,Rnf135,LOCAL,51.86,0,1,1,1
ENSMUSP00000060028,ENSMUSG00000017561,Crlf3,LOCAL,39.94,0,1,1,1
ENSMUSP00000021197,ENSMUSG00000020840,Blmh,LOCAL,21.63,0.001,1,1,1
ENSMUSP00000047105,ENSMUSG00000038213,Tapbpl,DISTANT,16.67,0.065,1,0,0
ENSMUSP00000018877,ENSMUSG00000018733,Pex12,LOCAL,17.81,0.025,1,0,0
ENSMUSP00000023580,ENSMUSG00000022867,Usp25,DISTANT,16.65,0.066,1,0,0
ENSMUSP00000078589,ENSMUSG00000028639,Ybx1,DISTANT,16.42,0.08,1,0,0
ENSMUSP00000064819,ENSMUSG00000054404,Slfn5,LOCAL,41.37,0,1,1,1
ENSMUSP00000099502,ENSMUSG00000020692,Nle1,LOCAL,25.78,0,1,1,1
ENSMUSP00000137332,ENSMUSG00000096188,Cmtm4,DISTANT,16.4,0.081,1,0,0
ENSMUSP00000037819,ENSMUSG00000035441,Myo1d,LOCAL,26.14,0,1,1,1
ENSMUSP00000090525,ENSMUSG00000020697,Lig3,LOCAL,20.31,0.002,1,1,0
ENSMUSP00000018841,ENSMUSG00000018697,Aatf,LOCAL,19.44,0.005,1,1,0
ENSMUSP00000021018,ENSMUSG00000020680,Taf15,LOCAL,37.01,0,1,1,0
ENSMUSP00000071623,ENSMUSG00000035248,Zcchc6,DISTANT,16.53,0.074,1,0,0
ENSMUSP00000056154,ENSMUSG00000046010,Zfp830,LOCAL,29.21,0,1,1,0
ENSMUSP00000018875,ENSMUSG00000035152,Ap2b1,LOCAL,22.89,0,1,1,0
ENSMUSP00000091502,ENSMUSG00000020527,Myo19,LOCAL,20.72,0.001,1,1,0
ENSMUSP00000001002,ENSMUSG00000000976,Heatr6,LOCAL,20.33,0.002,1,1,1
ENSMUSP00000043540,ENSMUSG00000042747,Krtcap2,DISTANT,16.5,0.075,1,0,0
ENSMUSP00000009157,ENSMUSG00000009013,Dynll1,DISTANT,23.12,0,1,0,0
ENSMUSP00000103657,ENSMUSG00000072582,Ptrh2,LOCAL,29.64,0,1,1,1
ENSMUSP00000103542,ENSMUSG00000069769,Msi2,LOCAL,21.28,0.001,1,1,1
ENSMUSP00000018315,ENSMUSG00000018171,Vmp1,LOCAL,22.44,0,1,0,0
ENSMUSP00000020775,ENSMUSG00000020483,Dynll2,LOCAL,17.02,0.048,1,1,0
ENSMUSP00000029414,ENSMUSG00000027828,Ssr3,DISTANT,16.58,0.07,1,0,0
ENSMUSP00000024486,ENSMUSG00000023723,Mrps23,LOCAL,28.87,0,1,0,0
ENSMUSP00000000287,ENSMUSG00000000278,Scpep1,LOCAL,25.63,0,1,1,0
ENSMUSP00000020864,ENSMUSG00000020553,Pctp,LOCAL,24.53,0,1,1,1
ENSMUSP00000020849,ENSMUSG00000020541,Tom1l1,LOCAL,32.2,0,1,1,1
ENSMUSP00000030127,ENSMUSG00000028420,Tmem38b,DISTANT,19.29,0.005,1,0,0
ENSMUSP00000068103,ENSMUSG00000054079,Utp18,LOCAL,20.14,0.002,1,0,0
ENSMUSP00000132590,ENSMUSG00000091228,Gm20390,LOCAL,53.97,0,1,1,1
ENSMUSP00000099453,ENSMUSG00000076435,Acsf2,LOCAL,63.74,0,1,1,1
ENSMUSP00000117022,ENSMUSG00000037601,Nme1,LOCAL,48.77,0,1,1,1
ENSMUSP00000021231,ENSMUSG00000020865,Abcc3,LOCAL,22.65,0,1,1,1
ENSMUSP00000041732,ENSMUSG00000038976,Ppp1r9b,LOCAL,27.25,0,1,1,1
ENSMUSP00000001548,ENSMUSG00000001507,Itga3,LOCAL,26.93,0,1,1,0
ENSMUSP00000119603,ENSMUSG00000038845,Phb,LOCAL,29.76,0,1,1,0
ENSMUSP00000018803,ENSMUSG00000018659,Pnpo,LOCAL,36.17,0,1,1,1
ENSMUSP00000091475,ENSMUSG00000018666,Cbx1,LOCAL,22.83,0,1,0,0
ENSMUSP00000021249,ENSMUSG00000020877,Scrn2,LOCAL,16.5,0.075,1,1,0
ENSMUSP00000001485,ENSMUSG00000001445,Mrpl10,LOCAL,46.66,0,1,1,0
ENSMUSP00000048426,ENSMUSG00000039678,Tbc1d13,DISTANT,17.15,0.045,1,0,0
ENSMUSP00000019026,ENSMUSG00000018882,Mrpl45,LOCAL,19.43,0.005,1,0,0
ENSMUSP00000073022,ENSMUSG00000064224,Gsdma3,LOCAL,70.75,0,1,1,1
ENSMUSP00000099441,ENSMUSG00000018669,Cdk5rap3,LOCAL,22.68,0,1,1,0
ENSMUSP00000103210,ENSMUSG00000078695,Cisd3,LOCAL,70.58,0,1,1,1
ENSMUSP00000103169,ENSMUSG00000018160,Med1,LOCAL,24.95,0,1,1,0
ENSMUSP00000002655,ENSMUSG00000002580,Mien1,LOCAL,23.47,0,1,0,0
ENSMUSP00000042123,ENSMUSG00000038366,Lasp1,LOCAL,32.54,0,1,1,1
ENSMUSP00000046991,ENSMUSG00000038013,Wipf2,LOCAL,41.37,0,1,1,0
ENSMUSP00000103181,ENSMUSG00000017404,Rpl19,LOCAL,32.03,0,1,1,0
ENSMUSP00000017743,ENSMUSG00000035775,Krt20,LOCAL,54.68,0,1,1,1
ENSMUSP00000006969,ENSMUSG00000006777,Krt23,LOCAL,55.44,0,1,1,1
ENSMUSP00000004145,ENSMUSG00000004043,Stat5a,LOCAL,17.51,0.033,1,1,0
ENSMUSP00000099409,ENSMUSG00000006782,Cnp,LOCAL,48.85,0,1,1,1
ENSMUSP00000102999,ENSMUSG00000017837,Nkiras2,LOCAL,40.69,0,1,1,0
ENSMUSP00000102923,ENSMUSG00000017801,Mlx,LOCAL,16.67,0.065,1,0,0
ENSMUSP00000041538,ENSMUSG00000035530,Eif1,LOCAL,16.44,0.079,1,0,0
ENSMUSP00000106983,ENSMUSG00000026670,Uap1,DISTANT,17.23,0.042,1,0,0
ENSMUSP00000044838,ENSMUSG00000019302,Atp6v0a1,LOCAL,26.46,0,1,1,0
ENSMUSP00000120921,ENSMUSG00000017309,Cd300lg,LOCAL,24.5,0,1,0,0
ENSMUSP00000017891,ENSMUSG00000017747,Ghdc,LOCAL,19.01,0.007,1,1,1
ENSMUSP00000103026,ENSMUSG00000001552,Jup,LOCAL,34.07,0,1,1,1
ENSMUSP00000001802,ENSMUSG00000001751,Naglu,LOCAL,64.07,0,1,1,1
ENSMUSP00000119369,ENSMUSG00000035086,Becn1,LOCAL,36.56,0,1,1,0
ENSMUSP00000029770,ENSMUSG00000028127,Abcd3,DISTANT,16.27,0.089,1,0,0
ENSMUSP00000010502,ENSMUSG00000010358,Ifi35,LOCAL,41.51,0,1,1,1
ENSMUSP00000058321,ENSMUSG00000004044,Ptrf,LOCAL,22.11,0,1,1,0
ENSMUSP00000095287,ENSMUSG00000073640,Rpl27-ps3,DISTANT,70.34,0,1,1,0
ENSMUSP00000047600,ENSMUSG00000034757,Tmub2,LOCAL,27.68,0,1,1,0
ENSMUSP00000003612,ENSMUSG00000003518,Dusp3,LOCAL,64.89,0,1,1,0
ENSMUSP00000099375,ENSMUSG00000034664,Itga2b,LOCAL,26.28,0,1,1,0
ENSMUSP00000046340,ENSMUSG00000034708,Grn,LOCAL,39.69,0,1,1,0
ENSMUSP00000102675,ENSMUSG00000020929,Eftud2,LOCAL,19.51,0.005,1,0,0
ENSMUSP00000021313,ENSMUSG00000020935,Dcakd,LOCAL,30.16,0,1,1,1
ENSMUSP00000024492,ENSMUSG00000056938,Acbd4,LOCAL,67.1,0,1,1,1
ENSMUSP00000018577,ENSMUSG00000018433,Nol11,LOCAL,18.44,0.015,1,0,0
ENSMUSP00000021329,ENSMUSG00000020946,Gosr2,LOCAL,55.25,0,1,1,1
ENSMUSP00000102601,ENSMUSG00000018411,Mapt,LOCAL,24.98,0,1,1,1
ENSMUSP00000021028,ENSMUSG00000020689,Itgb3,LOCAL,33.15,0,1,1,0
ENSMUSP00000102456,ENSMUSG00000078619,Smarcd2,LOCAL,17.07,0.046,1,0,0
ENSMUSP00000021062,ENSMUSG00000020719,Ddx5,LOCAL,23.02,0,1,0,0
ENSMUSP00000002043,ENSMUSG00000078622,Ccdc47,LOCAL,31.95,0,1,0,0
ENSMUSP00000058168,ENSMUSG00000049354,Dcaf7,LOCAL,71.48,0,1,1,0
ENSMUSP00000021048,ENSMUSG00000020706,Ftsj3,LOCAL,47.79,0,1,1,0
ENSMUSP00000002048,ENSMUSG00000001983,Taco1,LOCAL,53.51,0,1,1,1
ENSMUSP00000001055,ENSMUSG00000001029,Icam2,LOCAL,30.81,0,1,1,0
ENSMUSP00000102552,ENSMUSG00000020694,Tlk2,LOCAL,17.62,0.03,1,0,0
ENSMUSP00000099353,ENSMUSG00000040430,Pitpnc1,LOCAL,25.14,0,1,1,1
ENSMUSP00000062392,ENSMUSG00000050965,Prkca,LOCAL,56.99,0,1,1,1
ENSMUSP00000000049,ENSMUSG00000000049,Apoh,LOCAL,21.18,0.001,1,0,1
ENSMUSP00000102308,ENSMUSG00000020604,Arsg,LOCAL,21.96,0,1,1,0
ENSMUSP00000032088,ENSMUSG00000030016,Zfml,DISTANT,17.8,0.025,1,0,0
ENSMUSP00000020948,ENSMUSG00000020620,Abca8b,LOCAL,18.51,0.013,1,1,0
ENSMUSP00000045808,ENSMUSG00000041828,Abca8a,LOCAL,19.29,0.005,1,1,1
ENSMUSP00000020949,ENSMUSG00000020623,Map2k6,LOCAL,18.57,0.013,1,1,0
ENSMUSP00000093960,ENSMUSG00000071647,Eml3,DISTANT,16.23,0.093,1,0,0
ENSMUSP00000123320,ENSMUSG00000025421,Hdhd2,DISTANT,17.74,0.026,1,0,0
ENSMUSP00000081560,ENSMUSG00000065954,Tacc1,DISTANT,18.3,0.017,1,0,0
ENSMUSP00000112113,ENSMUSG00000049482,Ctu2,DISTANT,16.21,0.094,1,0,0
ENSMUSP00000133736,ENSMUSG00000079104,Prps1l3,DISTANT,17.74,0.026,1,0,0
ENSMUSP00000020312,ENSMUSG00000009647,Mcu,DISTANT,17.07,0.046,1,0,0
ENSMUSP00000110342,ENSMUSG00000022708,Zbtb20,DISTANT,17.84,0.024,1,0,0
ENSMUSP00000022032,ENSMUSG00000021550,2210016F16Rik,DISTANT,16.49,0.076,1,0,0
ENSMUSP00000042219,ENSMUSG00000040410,Fbxl4,DISTANT,18.21,0.018,1,0,0
ENSMUSP00000071469,ENSMUSG00000041654,Slc39a11,LOCAL,23.75,0,1,1,0
ENSMUSP00000065254,ENSMUSG00000054414,Slc30a7,DISTANT,19.15,0.006,1,0,0
ENSMUSP00000102227,ENSMUSG00000041598,Cdc42ep4,LOCAL,27.79,0,1,0,0
ENSMUSP00000136363,ENSMUSG00000031505,Carkd,DISTANT,16.81,0.057,1,0,0
ENSMUSP00000037821,ENSMUSG00000034714,Ttyh2,LOCAL,24.5,0,1,1,0
ENSMUSP00000102213,ENSMUSG00000057322,Rpl38,LOCAL,20,0.003,1,1,0
ENSMUSP00000092138,ENSMUSG00000057315,Arhgap24,DISTANT,17.66,0.029,1,0,0
ENSMUSP00000099329,ENSMUSG00000015542,Nat9,LOCAL,41.56,0,1,1,1
ENSMUSP00000021077,ENSMUSG00000020733,Slc9a3r1,LOCAL,20.96,0.001,1,0,1
ENSMUSP00000053033,ENSMUSG00000046756,Mrps7,LOCAL,16.67,0.064,1,0,0
ENSMUSP00000096939,ENSMUSG00000074785,Plxnc1,DISTANT,18.29,0.017,1,0,0
ENSMUSP00000058783,ENSMUSG00000044788,Fads6,LOCAL,37.51,0,1,1,0
ENSMUSP00000021078,ENSMUSG00000018861,Fdxr,LOCAL,26.62,0,1,1,1
ENSMUSP00000115044,ENSMUSG00000020738,Sumo2,LOCAL,52.22,0,1,1,0
ENSMUSP00000102115,ENSMUSG00000020743,Mif4gd,LOCAL,39.23,0,1,1,1
ENSMUSP00000021114,ENSMUSG00000020766,Galk1,LOCAL,39.03,0,1,1,1
ENSMUSP00000102019,ENSMUSG00000020792,Exoc7,LOCAL,18.78,0.01,1,0,0
ENSMUSP00000074204,ENSMUSG00000034341,Wbp2,LOCAL,27.01,0,1,1,0
ENSMUSP00000102104,ENSMUSG00000059923,Grb2,LOCAL,25.69,0,1,1,1
ENSMUSP00000099318,ENSMUSG00000020806,Rhbdf2,LOCAL,24.66,0,1,0,0
ENSMUSP00000101999,ENSMUSG00000015869,Prpsap1,LOCAL,36.2,0,1,1,0
ENSMUSP00000137534,ENSMUSG00000020744,Slc25a19,LOCAL,27.91,0,1,1,1
ENSMUSP00000073102,ENSMUSG00000017718,Afmid,LOCAL,45.19,0,1,1,1
ENSMUSP00000033230,ENSMUSG00000017713,Tha1,LOCAL,34.52,0,1,1,1
ENSMUSP00000017620,ENSMUSG00000025575,Cant1,LOCAL,22.12,0,1,0,1
ENSMUSP00000035579,ENSMUSG00000033880,Lgals3bp,LOCAL,52.34,0,1,1,1
ENSMUSP00000026666,ENSMUSG00000025579,Gaa,LOCAL,16.97,0.05,1,0,0
ENSMUSP00000109901,ENSMUSG00000074305,C230081A13Rik,DISTANT,16.29,0.088,1,0,0
ENSMUSP00000026671,ENSMUSG00000025583,Rptor,LOCAL,46.55,0,1,1,1
ENSMUSP00000114645,ENSMUSG00000025371,Chmp6,LOCAL,23,0,1,0,0
ENSMUSP00000099307,ENSMUSG00000061306,Slc38a10,LOCAL,47.56,0,1,1,0
ENSMUSP00000026122,ENSMUSG00000025130,P4hb,LOCAL,24.17,0,1,1,1
ENSMUSP00000026899,ENSMUSG00000025792,Slc25a10,LOCAL,33.84,0,1,1,1
ENSMUSP00000026119,ENSMUSG00000025127,Gcgr,LOCAL,17.8,0.025,1,0,0
ENSMUSP00000036860,ENSMUSG00000039670,Oxld1,LOCAL,38.16,0,1,1,1
ENSMUSP00000026135,ENSMUSG00000025142,Aspscr1,LOCAL,32.23,0,1,1,1
ENSMUSP00000101741,ENSMUSG00000025155,Dus1l,LOCAL,33.85,0,1,1,0
ENSMUSP00000026169,ENSMUSG00000025169,Ogfod3,LOCAL,52.41,0,1,1,0
ENSMUSP00000038061,ENSMUSG00000039253,Fn3krp,LOCAL,49.1,0,1,1,1
ENSMUSP00000052872,ENSMUSG00000025153,Fasn,LOCAL,16.14,0.098,1,0,0
ENSMUSP00000137070,ENSMUSG00000096199,Ptrhd1,LOCAL,27.5,0,1,1,1
ENSMUSP00000021001,ENSMUSG00000020671,Rab10,LOCAL,23.16,0,1,0,0
ENSMUSP00000133927,ENSMUSG00000071454,Dtnb,LOCAL,40.35,0,1,1,1
ENSMUSP00000043662,ENSMUSG00000037361,0610009D07Rik,LOCAL,36.89,0,1,1,0
ENSMUSP00000052758,ENSMUSG00000020640,Itsn2,LOCAL,17.14,0.045,1,0,0
ENSMUSP00000106626,ENSMUSG00000002948,Map2k7,DISTANT,17.58,0.031,1,0,0
ENSMUSP00000082891,ENSMUSG00000066637,Ttc32,LOCAL,63.36,0,1,1,0
ENSMUSP00000127774,ENSMUSG00000058655,Eif4b,DISTANT,16.49,0.076,1,0,0
ENSMUSP00000020947,ENSMUSG00000020621,Rdh14,LOCAL,34.43,0,1,1,1
ENSMUSP00000006562,ENSMUSG00000006395,Hyi,DISTANT,17.64,0.029,1,0,0
ENSMUSP00000036082,ENSMUSG00000020576,Nbas,LOCAL,31.35,0,1,1,0
ENSMUSP00000037834,ENSMUSG00000037089,Slc35b2,DISTANT,16.25,0.091,1,0,0
ENSMUSP00000028511,ENSMUSG00000027099,Mtx2,DISTANT,16.56,0.071,1,0,0
ENSMUSP00000065987,ENSMUSG00000037149,Ddx1,LOCAL,18.05,0.021,1,0,0
ENSMUSP00000020904,ENSMUSG00000020580,Rock2,LOCAL,27.28,0,1,1,1
ENSMUSP00000106696,ENSMUSG00000020593,Lpin1,LOCAL,20.28,0.002,1,1,0
ENSMUSP00000052912,ENSMUSG00000020571,Pdia6,LOCAL,16.96,0.05,1,1,0
ENSMUSP00000123605,ENSMUSG00000076432,Ywhaq,LOCAL,16.18,0.095,1,1,1
ENSMUSP00000035930,ENSMUSG00000061458,Nol10,LOCAL,21.02,0.001,1,0,0
ENSMUSP00000076090,ENSMUSG00000062054,Iah1,LOCAL,68.51,0,1,1,1
ENSMUSP00000023806,ENSMUSG00000023045,Soat2,DISTANT,16.74,0.061,1,0,0
ENSMUSP00000099087,ENSMUSG00000052593,Adam17,LOCAL,42.02,0,1,1,0
ENSMUSP00000068148,ENSMUSG00000054309,Cpsf3,LOCAL,35.17,0,1,1,0
ENSMUSP00000063999,ENSMUSG00000036333,Kidins220,LOCAL,24.59,0,1,1,0
ENSMUSP00000099098,ENSMUSG00000052632,Asap2,LOCAL,18.48,0.014,1,0,0
ENSMUSP00000019896,ENSMUSG00000019762,Iyd,DISTANT,18.32,0.016,1,0,0
ENSMUSP00000136589,ENSMUSG00000020072,Pbld1,DISTANT,21.26,0.001,1,0,0
ENSMUSP00000029053,ENSMUSG00000027540,Ptpn1,DISTANT,17.06,0.046,1,0,0
ENSMUSP00000085175,ENSMUSG00000073016,Uprt,DISTANT,17.06,0.046,1,0,0
ENSMUSP00000032409,ENSMUSG00000030272,Camk1,DISTANT,16.39,0.082,1,0,0
ENSMUSP00000128022,ENSMUSG00000021982,Cdadc1,DISTANT,16.42,0.08,1,0,0
ENSMUSP00000052020,ENSMUSG00000025278,Flnb,DISTANT,19.81,0.003,1,0,0
ENSMUSP00000002029,ENSMUSG00000001964,Emd,DISTANT,19.61,0.004,1,0,0
ENSMUSP00000034460,ENSMUSG00000031979,Cog2,DISTANT,16.53,0.074,1,0,0
ENSMUSP00000073880,ENSMUSG00000061477,Rps7,LOCAL,31.24,0,1,1,0
ENSMUSP00000020954,ENSMUSG00000020628,Trappc12,LOCAL,32.57,0,1,1,0
ENSMUSP00000038845,ENSMUSG00000036613,Tssc1,LOCAL,41.73,0,1,1,0
ENSMUSP00000077972,ENSMUSG00000044221,Grsf1,DISTANT,18.35,0.016,1,0,0
